"id","y_2013","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2021"
2,2.27,2,1.65,2.01,2.32,7.92,7.84,1.79
3,4.32,4.23,4.02,5.51,4.45,5.86,5.82,5.03
4,1.23,1.08,1.1,1.3,1.42,3.02,3.19,1.29
5,1.58,1.4,1.53,1.84,1.83,0.87,0.93,1.26
6,3.05,2.94,2.51,3.21,2.85,3.21,2.95,2.08
7,0.89,0.86,0.71,0.74,0.77,1,0.98,0.75
8,0.72,0.65,0.66,0.74,0.75,0.71,0.74,0.77
9,0.43,0.25,0.29,0.45,0.28,0.56,0.46,0.36
10,5.07,3.95,3.47,4.14,3.86,3.24,3.01,3.28
11,2.84,3.01,2.66,3.44,3.42,3.58,3.59,3.08
12,4.39,4.43,4.35,5.61,5.83,5.56,5.97,5.81
13,3.08,2.99,2.57,3.31,3.71,3.87,3.83,3.87
14,6.14,5.04,4.86,5.63,5.43,5.39,5.29,4.94
15,1.97,1.61,1.62,1.71,1.68,1.43,1.5,1.62
16,7.31,6.92,6.4,8.07,7.88,11.86,12.29,7.82
17,5.34,5.43,4.88,5.98,5.66,5.87,5.76,5.06
18,2.87,2.89,3.05,3.59,3.79,4.55,4.29,2.92
19,3.57,3.13,3.03,3.34,3.53,3.22,2.97,2.93
20,4.3,3.59,3.25,4.44,4.04,3.99,3.94,3.88
21,5.12,4.74,4.47,5.7,5.03,3.33,3.41,3.94
22,0.55,0.51,0.37,0.43,0.43,0.44,0.44,0.31
23,2.44,1.93,1.91,2.37,2.26,1.83,1.84,1.69
24,1.7,1.53,1.39,1.4,1.21,0.76,0.8,1.12
25,4.77,4.67,4.15,5.27,5.63,5.41,5.48,4.96
26,4.47,3.76,3.14,3.34,3.28,3.6,3.37,2.88
27,5.49,5.25,5.19,5.86,6.07,5.68,5.44,5.08
28,1.15,1.23,1.13,1.28,1.41,1.23,1.13,0.9
29,1.24,1.27,1.1,1.44,1.43,1.58,1.58,1.3
30,3.1,3.12,2.75,3.25,3.25,3.01,2.95,2.76
31,2.24,2.12,2.08,2.37,2.4,2.41,2.67,2.47
32,0.24,0.2,0.2,0.18,0.18,0.17,0.14,0.13
33,1.12,0.88,1.02,1.3,1.17,1.34,1.46,1.56
34,3.85,3.26,3.07,3.73,4.37,5.23,6,6.22
35,1.98,1.9,1.62,2.09,2.08,2.35,2.22,2.25
36,2.07,1.83,1.78,2.16,2,1.93,2.04,1.88
37,2.46,2.38,1.92,2.01,2.07,2.02,1.98,1.5
38,2.99,2.46,2.07,2.22,2.23,3.5,3.44,2.05
