id,y_2013,y_2017,y_2023
2,10.81,10.79,11.29
3,47.46,52.83,85.1
4,4.02,4.08,4.08
5,3.29,3.22,3.48
6,8.2,8.13,8.11
7,4.23,4.3,7.6
8,10.24,10.29,11.58
9,3.05,2.94,3.2
10,15.95,15.86,17.36
11,12.12,12.31,12.37
12,12.57,12.57,12.57
13,18.1,18.31,18.3
14,16.14,16.11,16.15
15,8.25,8.48,8.51
16,21.12,21.13,21.13
17,12.56,12.53,12.53
18,16.91,16.65,18.16
19,17.59,17.62,17.94
20,14.52,14.52,14.69
21,12.16,12.21,18.94
22,3.64,6.95,37.97
23,5.5,5.49,5.5
24,4.73,4.46,3.4
25,11.11,11.27,11.89
26,10.66,10.69,10.93
27,9.88,9.88,10.11
28,5.48,5.53,5.88
29,5.66,5.65,5.7
30,5.04,10.96,16.05
31,6.78,6.81,6.84
32,2.2,2.2,2.2
33,6.23,6.28,6.25
34,8.09,8.35,14.97
35,7.52,9.25,12.51
36,10.51,13.26,13.32
37,7.8,7.76,10.92
38,8.42,8.41,10.92
39,9.41,9.89,9.94
40,11.83,11.93,12.46
41,7.73,7.74,7.74
42,13.28,13.28,13.27
43,6.51,6.54,6.54
44,4.55,4.79,4.79
45,11.06,12.83,25.97
46,9.56,9.56,9.55
47,6.4,5.91,6.03
48,6.18,6.08,6.01
49,9.53,9.74,10.26
50,10.53,10.54,9.85
51,7.37,7.61,13.77
52,8.89,5.96,8.11
53,10.6,10.6,13.94
54,5.62,5.7,5.67
55,8.03,8.05,8.25
56,3.59,3.64,3.63
57,6.69,6.69,8.17
58,4.85,4.85,4.83
59,11.11,11.1,13.43
60,11.28,16.83,19.32
61,4.33,4.34,4.36
62,1.38,0.64,
64,19.74,25.63,25.25
65,10.85,12.27,12.14
66,12.63,13.53,13.53
67,6.31,6.31,8.54
68,11.33,11.32,11.29
69,7.55,7.18,10.8
70,5.23,5.2,5.22
71,14.17,14.25,14.06
72,11.77,14.46,19.23
73,10.41,10.96,14.83
74,7.4,7.4,7.4
75,7.39,7.91,13.08
76,9.7,11.73,15.81
77,21.27,22.44,23.43
78,8.96,9.19,10.93
79,6.79,6.79,6.79
80,11.75,11.74,13.59
81,4.54,4.66,5.47
82,9.02,11.61,11.6
83,2.94,2.94,3.02
84,2.72,2.3,6.71
85,7.76,7.67,7.62
86,9.93,11.16,22.76
87,6.84,6.82,7.18
88,4.74,4.74,5.4
89,5.49,5.5,5.48
90,8.28,8.28,8.27
91,8.39,8.38,8.39
92,10.58,13.44,19.47
93,6.24,6.24,4.86
94,3.79,3.78,5.47
95,6.72,6.72,6.73
96,15.22,19.25,21.72
97,15.5,15.78,18.54
98,9.24,9.92,14.1
99,6.45,6.45,6.5
100,7.01,6.97,6.99
101,7.28,7.27,7.27
102,5.23,5.25,5.36
103,4.81,4.81,8.07
105,5.25,8.68,9.98
106,7.29,7.29,7.3
107,10.71,6.75,6.51
108,5.47,5.49,5.95
109,8.72,9.74,12.29
110,7.59,7.59,13.84
111,10.93,10.96,20.13
112,5.37,6.32,6.97
113,13.76,14.87,18.07
114,4.26,4.41,4.63
115,17.25,18.39,19.15
116,11.97,13.22,23.99
117,14.1,14.75,19.27
118,4.16,4.43,4.43
119,4.68,4.67,8.79
120,5.94,5.84,5.95
121,8.25,8.25,11.83
122,,,
123,10.89,10.88,10.87
124,8.9,8.85,10.36
125,10.47,11.9,14.7
126,1.89,3.43,6.66
127,9.89,9.89,11.17
128,10.44,10.18,10.21
129,8.69,8.69,8.69
130,7.62,7.69,11.32
131,7.55,8.03,8.29
132,2.79,2.79,2.84
133,6.27,6.27,6.2
134,4.49,4.49,4.78
135,5.55,5.55,6.54
136,7.89,8.26,8.93
137,5.51,5.53,5.47
138,2.51,2.5,2.99
139,6.61,6.6,5.61
140,10.75,10.73,12.37
141,3.44,3.38,3.24
142,12.99,12.99,13.59
143,6.2,6.2,6.77
144,9.21,9.83,10.13
145,6.46,6.46,6.47
146,6.61,6.95,6.94
147,10.6,10.29,11.18
148,9.41,9.41,9.93
149,4.1,4.47,4.72
150,6.8,6.81,8.19
151,11.24,12.83,11.67
152,2.94,2.94,3.37
153,12.25,12.26,16.12
154,11.44,11.44,12.0
155,9.89,13.99,14.2
156,11.65,12.6,15.29
157,3.91,2.82,7.09
158,12.87,13.09,13.38
159,3.81,4.18,5.23
160,11.06,11.06,11.54
161,11.29,11.37,11.79
162,7.0,6.96,7.51
163,5.4,5.22,9.12
164,18.15,17.63,18.3
165,9.11,9.09,9.09
166,5.38,5.38,5.87
167,3.61,3.6,4.4
168,6.33,6.33,6.33
169,7.81,9.38,12.06
170,6.3,6.31,6.4
171,4.03,5.07,5.15
172,11.11,11.36,18.5
173,3.91,4.24,4.2
174,6.28,6.26,11.86
175,6.83,6.87,6.9
176,11.62,11.62,11.64
177,7.87,7.95,9.19
178,10.28,13.11,25.61
179,6.66,6.57,7.96
180,4.83,5.31,5.4
181,12.36,12.7,12.68
182,2.68,2.68,2.68
183,3.52,3.51,3.49
184,6.9,6.83,6.94
185,13.68,13.69,13.67
186,8.25,8.31,8.35
187,4.05,4.05,4.04
188,7.26,7.29,8.52
189,4.53,4.53,4.53
190,3.82,3.78,3.8
191,9.45,9.45,9.56
192,9.09,11.08,14.31
193,5.69,5.66,7.42
194,10.06,10.4,11.45
195,8.49,12.07,24.58
196,7.2,7.45,9.17
197,9.93,9.93,9.98
198,8.06,8.19,5.21
199,12.54,12.96,13.27
200,2.35,4.25,7.3
201,11.55,11.6,11.93
202,7.14,7.13,7.12
203,6.42,7.0,8.61
204,6.18,6.43,6.72
205,3.08,3.18,3.74
206,5.66,5.65,5.65
207,10.44,18.26,19.13
208,7.21,7.32,6.94
209,10.71,14.83,17.45
210,12.68,15.08,15.41
211,8.58,8.78,8.87
212,4.99,4.98,4.94
213,6.27,5.89,5.96
215,3.25,3.31,3.3
216,3.62,3.71,3.77
217,5.0,5.03,5.02
218,12.25,10.73,10.72
219,7.83,9.95,14.54
220,6.62,6.59,6.57
221,9.98,11.79,11.83
222,6.73,6.8,7.26
223,6.75,6.57,6.58
224,10.72,10.72,10.7
225,5.4,5.4,5.37
226,4.76,4.77,4.76
227,8.38,8.4,8.44
228,1.79,1.81,8.83
229,7.03,9.44,19.25
230,12.34,12.32,11.65
231,7.3,11.22,18.45
232,9.35,9.92,17.26
233,11.27,11.24,16.49
234,9.24,9.19,23.17
235,9.05,9.1,9.32
236,4.46,4.53,4.01
237,9.82,10.64,11.95
238,8.81,8.8,9.92
240,8.89,8.88,11.64
241,7.39,7.42,7.54
242,4.92,5.06,5.06
243,0.46,0.46,9.11
244,6.93,6.94,7.0
245,6.46,6.46,6.4
246,12.06,12.06,12.02
247,4.54,4.53,4.58
248,8.36,8.36,6.34
249,5.31,5.31,5.22
250,6.74,6.74,3.28
251,6.43,6.74,7.07
252,3.42,3.44,3.63
253,8.65,8.66,9.78
254,3.29,6.24,11.16
255,12.32,12.32,14.59
256,10.63,13.7,39.98
257,14.27,16.36,20.57
258,10.09,10.74,13.51
259,9.83,9.81,10.86
260,12.5,12.54,14.04
261,8.6,8.61,8.61
262,12.31,12.33,12.48
263,10.35,10.65,10.96
264,9.46,9.94,9.95
265,5.46,5.47,5.5
266,10.53,11.09,11.59
267,15.77,16.46,18.48
268,6.96,6.96,7.03
269,11.99,12.1,12.39
270,5.98,5.98,5.98
271,4.48,4.46,4.45
272,7.8,7.8,7.8
273,6.95,7.2,9.53
274,5.54,5.54,5.54
275,8.95,8.95,8.95
276,6.68,6.69,6.67
277,6.02,7.92,12.78
278,8.52,8.52,10.13
279,8.7,8.7,8.7
280,3.98,4.08,4.33
281,4.82,4.82,6.54
282,5.01,5.37,5.56
283,10.52,10.54,10.72
284,2.89,2.94,14.85
285,0.15,0.17,0.01
286,0.85,0.8,0.69
287,12.32,12.14,14.27
288,9.76,9.95,12.47
289,12.88,13.12,24.97
290,4.16,4.12,14.99
291,9.98,9.98,9.98
292,4.15,4.06,4.01
293,3.54,3.51,3.61
294,4.34,4.76,4.85
295,5.21,5.15,5.14
296,4.95,6.66,8.91
297,1.5,1.5,1.5
298,7.98,7.98,7.98
299,11.49,12.51,14.0
300,5.76,5.76,5.7
301,7.65,8.4,8.39
302,12.05,12.05,12.05
303,8.98,8.98,9.57
304,3.78,3.78,3.78
305,4.1,4.09,5.24
306,3.6,5.59,4.91
307,11.03,14.42,15.44
308,4.81,4.95,4.93
309,5.99,6.18,7.08
310,8.17,8.22,8.25
311,5.81,5.71,5.71
312,6.24,6.22,6.22
313,5.75,5.75,7.9
314,9.48,9.31,9.46
315,3.95,3.95,13.76
316,14.49,14.49,14.33
317,3.05,3.08,3.11
318,6.92,7.71,7.71
319,10.86,10.8,16.64
320,4.76,4.44,4.51
321,4.73,4.75,5.22
322,4.26,4.26,4.27
323,8.91,8.9,8.91
324,5.89,5.92,6.87
325,11.19,11.28,11.47
326,4.11,4.1,4.11
327,6.26,6.26,9.28
328,3.82,3.8,3.74
329,7.61,7.64,7.64
330,7.4,7.71,7.57
331,6.96,7.09,16.71
332,6.48,7.14,7.15
