"id","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2021"
363,0.28,0.19,0.28,0.34,0.25,0.25,0.15
364,0.06,0.07,0.08,,,,0.16
365,,0.06,0.05,,,,0.09
366,,,0.05,,,,
367,0.16,0.09,0.12,0.12,0.15,0.14,0.19
368,0.28,0.26,0.25,0.33,0.46,0.26,0.53
369,0.12,0.21,0.17,0.15,0.17,0.18,0.06
370,0.29,0.38,0.36,0.4,0.27,0.38,0.43
371,0.68,0.65,0.78,0.74,0.65,0.8,0.82
372,0.63,0.7,0.55,0.49,1.08,0.75,1.17
373,,,,,0.18,0.12,0.11
374,0.12,0.24,0.18,0.24,0.15,0.14,0.3
375,0.05,,,,0.17,,0.08
376,0.27,0.26,0.29,0.27,0.32,0.25,0.23
377,0.42,0.5,0.4,0.38,0.44,0.51,0.52
378,0.05,0.17,0.11,,0.15,,0.24
379,0.56,0.61,0.36,0.52,0.67,0.45,0.57
380,0.76,0.73,0.69,0.74,0.9,0.82,0.73
381,0.1,0.1,0.15,,0.19,0.12,0.13
382,0.12,0.21,0.1,0.14,,0.11,0.1
383,0.35,0.37,0.44,0.32,0.43,0.33,0.5
385,0.49,0.55,0.52,0.52,0.55,0.47,0.62
386,,0.13,0.14,,,,
387,0.4,0.47,0.24,0.11,0.27,0.28,0.33
388,0.12,0.09,,,,,0.1
389,0.57,0.8,0.6,0.67,0.79,0.39,0.67
390,0.07,0.08,0.07,,,,0.08
391,0.09,0.06,,,0.16,,0.09
392,0.27,0.21,0.25,0.39,0.44,0.26,0.68
393,0.21,0.22,0.15,0.13,0.23,0.24,0.23
394,0.14,0.1,0.18,0.19,0.17,0.21,0.24
395,0.21,0.11,0.08,,0.15,,0.17
396,0.23,0.08,0.19,0.23,0.24,0.17,0.27
397,,,0.07,,,,0.13
398,,,,,,,0.06
399,0.1,0.11,0.17,0.24,0.16,0.18,0.13
400,0.31,0.41,0.41,0.32,0.39,0.36,0.4
401,0.17,0.22,0.21,0.21,0.19,0.25,0.29
402,0.11,0.13,0.12,0.16,0.16,0.2,0.16
403,0.12,0.13,0.14,0.16,0.25,0.15,0.34
404,0.18,0.12,0.11,0.2,0.11,0.2,0.17
405,0.3,0.4,0.32,0.44,0.48,0.39,0.6
406,0.08,0.1,0.1,0.13,0.12,,0.17
407,0.12,0.15,0.16,,0.12,,0.19
408,0.2,0.16,0.18,0.14,0.25,0.17,0.23
409,0.11,0.13,0.21,0.17,0.21,0.14,0.21
410,,0.05,0.05,,,,0.06
411,0.08,0.2,0.14,0.19,0.2,0.23,0.25
412,,,0.05,,,,
413,0.31,0.4,0.3,0.44,0.47,0.47,0.53
416,0.08,,0.05,,,,0.13
417,0.15,0.16,0.09,0.1,0.15,,0.18
418,0.2,0.21,0.25,0.22,0.21,0.12,0.22
419,0.26,0.19,0.17,0.26,0.27,0.12,0.26
420,0.14,0.13,0.17,0.14,0.19,0.13,0.1
421,0.11,,0.08,,,,0.1
422,0.15,0.08,0.21,0.21,0.3,0.34,0.23
423,0.11,0.21,0.16,0.18,0.23,0.11,0.22
424,0.07,,,,,,0.09
425,0.05,0.12,0.1,,0.11,,0.12
426,0.2,0.23,0.25,0.19,0.19,0.16,0.19
428,0.15,0.13,0.2,0.13,0.14,0.11,0.2
430,0.29,0.36,0.41,0.25,0.4,0.51,0.5
431,0.16,0.22,0.24,0.23,0.23,0.18,0.2
432,0.25,0.21,0.21,0.17,0.24,0.16,0.21
433,0.13,0.09,0.11,,0.12,,0.13
434,0.13,0.13,,,,,0.2
435,,,0.13,,,,0.08
436,0.12,0.2,0.25,0.2,0.18,0.22,0.14
437,0.05,0.17,0.19,0.12,0.11,,0.19
438,0.17,0.12,0.13,0.22,0.23,0.23,0.26
442,0.33,0.28,0.29,0.29,0.38,0.27,0.22
443,0.13,0.13,0.08,0.12,0.15,,0.13
444,0.26,0.19,0.21,0.19,0.31,0.16,0.34
445,0.28,0.29,0.16,0.21,0.24,,0.19
446,0.13,0.06,0.11,0.15,,,0.09
447,0.15,0.21,0.18,0.12,0.25,0.16,0.35
448,0.17,0.2,0.19,0.23,0.29,0.23,0.27
449,,,0.06,,0.14,,0.16
450,0.22,0.23,0.13,0.2,0.29,0.14,0.3
451,0.23,0.22,0.32,0.43,0.38,0.49,0.61
452,0.09,0.1,0.05,,,,
453,0.12,,0.05,0.13,0.18,,0.21
454,0.06,0.08,0.11,,0.14,0.11,0.17
455,0.09,0.11,0.15,0.15,0.15,0.14,0.13
456,,,,,,,
457,0.08,0.09,0.18,0.12,0.14,0.12,0.22
458,0.09,0.07,0.06,0.11,0.14,0.24,0.17
459,0.26,0.32,0.3,0.34,0.3,0.2,0.39
460,0.35,0.32,0.17,0.28,0.34,0.35,0.41
462,0.09,0.13,0.13,0.1,0.16,0.14,0.15
463,0.09,0.15,0.2,0.24,0.19,0.12,0.16
464,0.21,0.19,0.24,0.32,0.33,0.45,0.44
465,0.09,0.11,0.1,0.11,0.16,0.14,0.19
466,0.22,0.25,0.19,0.25,0.29,0.21,0.28
467,0.23,0.16,0.22,0.22,0.4,0.32,0.37
468,,,,,,,
469,0.05,0.11,0.12,0.11,0.27,0.16,0.14
470,0.05,0.16,0.09,0.2,0.21,0.15,0.24
471,0.21,0.18,0.13,0.17,0.26,0.18,0.21
472,,0.05,0.06,,0.15,,0.1
473,0.11,0.08,0.06,0.15,,,0.12
474,0.12,0.05,,0.23,0.32,0.15,0.12
475,0.07,0.05,0.07,,0.15,0.11,0.28
476,0.07,0.12,0.16,,0.25,0.13,0.29
