id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023
87,9.0,4.0,3.0,5.0,8.0,1.0,27.0,6.0,9.0,18.0,2.0,47.0,5.0
88,9.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,5.0,12.0,4.0,1.0,2.0
89,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
90,1.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,4.0,62.0,3.0,1.0,1.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
92,4.0,28.0,16.0,8.0,22.0,16.0,19.0,11.0,7.0,6.0,16.0,7.0,10.0
93,42.0,13.0,7.0,15.0,26.0,21.0,17.0,19.0,20.0,16.0,11.0,7.0,14.0
94,18.0,9.0,7.0,12.0,29.0,7.0,13.0,7.0,25.0,9.0,9.0,14.0,17.0
95,19.0,10.0,19.0,23.0,25.0,35.0,17.0,37.0,16.0,22.0,24.0,20.0,25.0
96,16.0,11.0,17.0,19.0,13.0,8.0,7.0,18.0,9.0,9.0,3.0,2.0,15.0
97,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,22.0,0.0,1.0,2.0
98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0
99,0.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0
100,5.0,2.0,3.0,7.0,5.0,4.0,3.0,3.0,7.0,6.0,11.0,8.0,6.0
101,20.0,18.0,54.0,17.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0
102,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0
103,1.0,7.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,9.0,1.0
105,1.0,1.0,1.0,2.0,15.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
106,0.0,6.0,9.0,5.0,9.0,11.0,4.0,2.0,7.0,7.0,350.0,45.0,37.0
107,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
108,0.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,2.0
109,4.0,6.0,2.0,7.0,2.0,3.0,3.0,11.0,8.0,8.0,6.0,6.0,8.0
110,5.0,2.0,1.0,1.0,1.0,2.0,1.0,27.0,8.0,16.0,6.0,14.0,8.0
111,5.0,2.0,5.0,0.0,6.0,27.0,11.0,8.0,9.0,20.0,5.0,4.0,5.0
112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
113,1.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0
114,15.0,6.0,6.0,2.0,5.0,9.0,3.0,2.0,3.0,10.0,4.0,8.0,9.0
115,3.0,5.0,12.0,3.0,3.0,1.0,7.0,3.0,3.0,4.0,5.0,5.0,2.0
116,24.0,23.0,58.0,31.0,39.0,25.0,40.0,16.0,27.0,35.0,39.0,45.0,58.0
117,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,4.0,0.0,5.0
118,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0
119,1.0,4.0,1.0,13.0,0.0,4.0,0.0,8.0,2.0,7.0,5.0,11.0,7.0
120,0.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,3.0,13.0,2.0,3.0,2.0
121,0.0,3.0,19.0,1.0,0.0,5.0,2.0,1.0,4.0,0.0,3.0,6.0,2.0
122,26.0,34.0,25.0,28.0,40.0,32.0,39.0,43.0,57.0,49.0,17.0,35.0,55.0
123,9.0,5.0,3.0,2.0,2.0,4.0,9.0,8.0,15.0,22.0,4.0,3.0,4.0
124,129.0,20.0,19.0,9.0,9.0,9.0,23.0,7.0,50.0,18.0,15.0,39.0,18.0
125,13.0,15.0,9.0,12.0,10.0,13.0,7.0,9.0,13.0,17.0,13.0,13.0,4.0
126,0.0,0.0,1.0,0.0,3.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,6.0
127,1.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,2.0,4.0,18.0,25.0,2.0
128,3.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,1.0,4.0
129,0.0,4.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,5.0,27.0
130,5.0,1.0,2.0,5.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,7.0,1.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
132,3.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0
133,0.0,1.0,2.0,1.0,4.0,5.0,9.0,1.0,3.0,4.0,7.0,10.0,2.0
134,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
135,2.0,9.0,5.0,7.0,1.0,1.0,9.0,0.0,2.0,1.0,4.0,1.0,3.0
136,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
137,4.0,0.0,3.0,2.0,4.0,13.0,11.0,3.0,3.0,3.0,4.0,5.0,3.0
138,8.0,3.0,0.0,3.0,2.0,1.0,7.0,2.0,4.0,2.0,5.0,12.0,9.0
139,2.0,1.0,4.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0
140,1.0,5.0,2.0,3.0,5.0,5.0,2.0,1.0,7.0,5.0,5.0,4.0,3.0
141,0.0,6.0,26.0,3.0,6.0,6.0,14.0,3.0,9.0,4.0,3.0,4.0,4.0
142,9.0,14.0,13.0,9.0,8.0,5.0,8.0,8.0,12.0,12.0,9.0,8.0,9.0
143,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0
144,9.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,9.0,8.0,4.0,0.0,4.0
145,1.0,3.0,5.0,5.0,0.0,3.0,1.0,5.0,2.0,3.0,0.0,3.0,2.0
146,1.0,3.0,2.0,0.0,1.0,7.0,0.0,5.0,2.0,4.0,3.0,3.0,3.0
147,24.0,0.0,4.0,0.0,10.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0
148,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0
149,4.0,5.0,5.0,7.0,8.0,10.0,9.0,4.0,6.0,9.0,7.0,6.0,4.0
150,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0
151,1.0,1.0,5.0,2.0,17.0,9.0,9.0,17.0,1.0,1.0,1.0,4.0,10.0
152,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0
153,18.0,16.0,11.0,13.0,10.0,10.0,7.0,9.0,6.0,10.0,9.0,11.0,3.0
154,3.0,6.0,0.0,8.0,9.0,26.0,3.0,1.0,2.0,6.0,3.0,3.0,2.0
155,0.0,0.0,0.0,0.0,11.0,8.0,12.0,6.0,3.0,2.0,17.0,5.0,12.0
156,0.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
157,3.0,10.0,5.0,7.0,14.0,7.0,31.0,15.0,10.0,32.0,20.0,19.0,18.0
158,7.0,6.0,2.0,4.0,13.0,10.0,4.0,4.0,9.0,5.0,5.0,7.0,4.0
159,5.0,21.0,6.0,10.0,4.0,3.0,5.0,3.0,5.0,2.0,3.0,12.0,12.0
160,1.0,1.0,5.0,2.0,9.0,5.0,4.0,5.0,8.0,5.0,5.0,3.0,6.0
161,2.0,3.0,7.0,1.0,4.0,5.0,1.0,8.0,4.0,6.0,4.0,3.0,4.0
162,3.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0
163,26.0,14.0,15.0,25.0,21.0,24.0,36.0,15.0,19.0,9.0,7.0,10.0,10.0
164,7.0,14.0,11.0,81.0,36.0,36.0,13.0,9.0,9.0,13.0,13.0,12.0,10.0
165,3.0,359.0,4.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,14.0
166,2.0,181.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0
167,1.0,0.0,1.0,1.0,0.0,0.0,17.0,10.0,4.0,1.0,0.0,0.0,1.0
168,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0
169,3.0,1.0,32.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
170,2.0,2.0,5.0,7.0,2.0,9.0,5.0,7.0,5.0,4.0,3.0,4.0,2.0
171,12.0,14.0,12.0,12.0,13.0,16.0,17.0,16.0,6.0,6.0,10.0,4.0,12.0
172,15.0,5.0,5.0,5.0,10.0,8.0,19.0,51.0,29.0,12.0,19.0,23.0,25.0
173,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0
174,14.0,17.0,11.0,38.0,35.0,43.0,38.0,38.0,45.0,41.0,38.0,39.0,35.0
175,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0
176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
177,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0
178,59.0,68.0,71.0,67.0,66.0,57.0,82.0,75.0,70.0,61.0,47.0,65.0,49.0
179,1.0,2.0,2.0,3.0,2.0,4.0,1.0,0.0,5.0,6.0,2.0,7.0,4.0
180,2.0,2.0,0.0,0.0,1.0,7.0,1.0,0.0,3.0,4.0,1.0,3.0,2.0
181,4.0,9.0,2.0,5.0,0.0,5.0,1.0,5.0,1.0,5.0,6.0,4.0,4.0
182,9.0,7.0,6.0,4.0,11.0,14.0,8.0,3.0,2.0,4.0,3.0,7.0,1.0
183,0.0,4.0,1.0,0.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
184,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,5.0,8.0,5.0,3.0
185,4.0,15.0,3.0,0.0,3.0,13.0,7.0,6.0,28.0,3.0,6.0,4.0,1.0
186,6.0,4.0,3.0,2.0,6.0,3.0,5.0,1.0,7.0,2.0,2.0,1.0,1.0
187,0.0,1.0,5.0,4.0,3.0,4.0,5.0,0.0,2.0,2.0,2.0,8.0,2.0
188,1.0,1.0,0.0,1.0,1.0,0.0,6.0,5.0,2.0,3.0,2.0,24.0,6.0
189,0.0,79.0,132.0,15.0,0.0,3.0,4.0,3.0,3.0,3.0,7.0,3.0,2.0
190,1.0,7.0,6.0,5.0,5.0,3.0,1.0,3.0,2.0,4.0,8.0,3.0,7.0
191,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0
192,4.0,2.0,5.0,4.0,7.0,18.0,41.0,5.0,4.0,2.0,6.0,6.0,8.0
193,14.0,7.0,6.0,7.0,2.0,6.0,13.0,7.0,11.0,10.0,10.0,11.0,11.0
194,4.0,5.0,4.0,7.0,3.0,6.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0
195,1.0,0.0,30.0,0.0,2.0,0.0,2.0,7.0,0.0,3.0,6.0,0.0,3.0
196,0.0,0.0,1.0,0.0,0.0,6.0,4.0,3.0,0.0,2.0,3.0,5.0,5.0
197,5.0,0.0,13.0,0.0,1.0,4.0,2.0,5.0,3.0,1.0,4.0,4.0,6.0
198,0.0,2.0,9.0,5.0,3.0,0.0,14.0,0.0,1.0,1.0,2.0,9.0,2.0
199,9.0,2.0,2.0,9.0,11.0,13.0,5.0,6.0,12.0,10.0,4.0,11.0,34.0
200,7.0,3.0,3.0,2.0,1.0,6.0,1.0,7.0,1.0,2.0,5.0,4.0,3.0
201,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0
202,3.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
203,0.0,6.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,4.0,10.0,2.0
204,10.0,10.0,4.0,6.0,4.0,20.0,18.0,7.0,2.0,7.0,12.0,14.0,9.0
205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0
206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
207,28.0,27.0,21.0,14.0,26.0,31.0,24.0,21.0,20.0,11.0,11.0,12.0,31.0
208,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,5.0,4.0,3.0
209,0.0,1.0,6.0,10.0,2.0,5.0,1.0,8.0,0.0,9.0,11.0,2.0,5.0
210,7.0,7.0,15.0,8.0,23.0,6.0,35.0,6.0,16.0,5.0,33.0,17.0,35.0
211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0
212,13.0,20.0,11.0,49.0,16.0,41.0,22.0,25.0,60.0,38.0,40.0,27.0,27.0
213,23.0,33.0,60.0,68.0,67.0,44.0,39.0,33.0,42.0,51.0,63.0,45.0,39.0
215,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0
216,0.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,7.0,2.0,18.0
217,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0
218,1.0,7.0,1.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0,6.0,2.0,3.0
219,15.0,19.0,13.0,22.0,26.0,28.0,36.0,270.0,23.0,16.0,16.0,10.0,20.0
220,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,21.0
221,5.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0
222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
223,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,0.0,2.0
224,0.0,1.0,2.0,1.0,2.0,5.0,8.0,1.0,3.0,3.0,3.0,3.0,16.0
225,0.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,8.0,3.0
226,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,1.0
227,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0
228,0.0,0.0,3.0,0.0,0.0,1.0,2.0,11.0,2.0,6.0,8.0,8.0,2.0
229,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,5.0,1.0
230,1.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,0.0,2.0
231,1.0,29.0,2.0,4.0,14.0,10.0,2.0,4.0,12.0,10.0,6.0,22.0,11.0
232,0.0,1.0,1.0,1.0,4.0,9.0,23.0,6.0,6.0,6.0,2.0,3.0,1.0
233,6.0,17.0,22.0,20.0,26.0,22.0,28.0,13.0,10.0,21.0,8.0,45.0,29.0
234,3.0,2.0,4.0,2.0,4.0,9.0,2.0,11.0,5.0,14.0,11.0,14.0,6.0
235,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,2.0,3.0,1.0
236,2.0,9.0,18.0,34.0,3.0,7.0,2.0,3.0,11.0,12.0,7.0,7.0,5.0
237,2.0,1.0,8.0,5.0,2.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,3.0
238,0.0,2.0,0.0,3.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0
240,2.0,4.0,3.0,4.0,5.0,2.0,3.0,16.0,6.0,14.0,5.0,4.0,6.0
241,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,3.0
242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,79.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
244,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
245,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0
246,2.0,11.0,19.0,0.0,2.0,4.0,3.0,2.0,3.0,9.0,6.0,2.0,20.0
247,2.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,2.0,2.0,7.0,21.0
248,210.0,2.0,1.0,1.0,7.0,6.0,1.0,0.0,10.0,6.0,0.0,2.0,2.0
249,99.0,3.0,0.0,2.0,2.0,0.0,13.0,8.0,1.0,1.0,1.0,1.0,2.0
250,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,2.0,5.0
251,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
253,29.0,74.0,28.0,31.0,46.0,49.0,39.0,37.0,36.0,33.0,17.0,37.0,37.0
254,22.0,35.0,65.0,53.0,46.0,36.0,26.0,32.0,47.0,47.0,70.0,60.0,40.0
255,117.0,118.0,3.0,3.0,3.0,5.0,1.0,15.0,3.0,4.0,6.0,1.0,4.0
256,4.0,3.0,3.0,8.0,5.0,9.0,25.0,2.0,15.0,4.0,28.0,24.0,11.0
257,16.0,8.0,25.0,14.0,9.0,13.0,11.0,7.0,7.0,8.0,5.0,3.0,9.0
258,1.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0
259,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,9.0,2.0
260,20.0,22.0,12.0,14.0,15.0,15.0,9.0,14.0,14.0,15.0,11.0,19.0,2.0
261,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0
