"id","y_2011","y_2012","y_2013","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2020","y_2021","y_2022"
326,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
327,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
328,7.28,7.28,7.28,7.28,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.33
329,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.72
330,6.2,6.2,6.2,6.2,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.47
331,13.03,13.03,13.03,13.03,13.06,13.06,13.06,13.06,13.06,13.06,13.06,13.01
332,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.97
333,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.23
334,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.97
335,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.62
336,15.12,15.12,15.12,15.12,15.12,15.12,15.12,15.12,15.12,15.12,15.12,15.17
337,7.15,7.15,7.15,7.15,7.1,7.1,7.1,7.1,7.1,7.1,7.1,8.2
338,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
339,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54
343,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
344,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62
345,6.68,6.68,6.68,6.68,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.6
346,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
347,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
348,15.91,15.91,15.91,15.91,15.91,15.91,15.91,15.91,15.91,15.91,15.91,15.97
349,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97
350,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
351,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02
352,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.6
353,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.89
354,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56
355,6.34,6.34,6.34,6.34,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37
356,9.77,9.77,9.77,9.77,9.76,9.76,9.76,9.76,9.76,9.76,9.76,9.81
357,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46
358,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23
359,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16
360,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.21
361,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.95
362,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.2
363,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.6
364,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83
365,2.69,2.69,2.69,2.69,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
366,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.47
367,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31
368,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.24
369,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29
370,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.77
371,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.96
372,19.67,19.67,19.67,19.67,19.56,19.56,19.56,19.56,19.56,19.56,19.56,24.31
373,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.58
374,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.16
375,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.95
376,11.51,11.51,11.51,11.51,11.51,11.51,11.51,11.51,11.51,11.51,11.51,11.56
377,10.81,10.81,10.81,10.81,10.81,10.81,10.81,10.81,10.81,10.81,10.81,10.88
378,9.14,9.14,9.14,9.14,9.14,9.14,9.14,9.14,9.14,9.14,9.14,9.15
379,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.98
380,18.81,18.81,18.81,18.81,18.82,18.82,18.82,18.82,18.82,18.82,18.82,18.85
381,4.93,4.93,4.93,4.93,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92
382,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34
383,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.19
385,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92
386,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78
387,17.88,17.88,17.88,17.88,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.84
388,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.97
389,11,11,11,11,11,11,11,11,11,11,11,11.03
390,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
391,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62
392,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.71
393,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98
394,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.92
395,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.34
396,44.94,44.94,44.94,44.94,44.94,44.94,44.94,44.94,44.94,44.94,44.94,45.44
397,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
398,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.81
399,6.51,6.51,6.51,6.51,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53
400,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.65
401,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.09
402,9.83,9.83,9.83,9.83,9.83,9.83,9.83,9.83,9.83,9.83,9.83,9.92
403,17.89,17.89,17.89,17.89,17.89,17.89,17.89,17.89,17.89,17.89,17.89,18.22
404,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.11
405,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.95
406,13.79,13.79,13.79,13.79,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.98
407,14.95,14.95,14.95,14.95,14.95,14.95,14.95,14.95,14.95,14.95,14.95,15.07
408,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.27
409,9.94,9.94,9.94,9.94,9.19,9.19,9.19,9.19,9.19,9.19,9.19,25.68
410,2.63,2.63,2.63,2.63,2.46,2.46,2.46,2.46,2.46,2.46,2.46,3.89
411,5.22,5.22,5.22,5.22,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.25
412,20.18,20.18,20.18,20.18,20.17,20.17,20.17,20.17,20.17,20.17,20.17,20.23
413,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.85
416,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12
417,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.86
418,8.46,8.46,8.46,8.46,8.49,8.49,8.49,8.49,8.49,8.49,8.49,8.49
419,5.66,5.66,5.66,5.66,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63
420,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,13.02
421,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.29
422,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.71
423,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.29
424,11.14,11.14,11.14,11.14,10.84,10.84,10.84,10.84,10.84,10.84,10.84,29.92
425,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,16
426,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,5.04
428,13.98,13.98,13.98,13.98,13.98,13.98,13.98,13.98,13.98,13.98,13.98,14.1
430,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.53
431,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.25
432,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.26
433,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.41
434,37.5,37.5,37.5,37.5,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.9
435,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.8
436,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.03
437,35.14,35.14,35.14,35.14,35.27,35.27,35.27,35.27,35.27,35.27,35.27,35.42
438,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.61
442,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.67
443,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.75
444,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.8
445,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72
446,6.97,6.97,6.97,6.97,6.97,6.97,6.97,6.97,6.97,6.97,6.97,7.01
447,12.17,12.17,12.17,12.17,12.17,12.17,12.17,12.17,12.17,12.17,12.17,12.19
448,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33
449,11.08,11.08,11.08,11.08,10.2,10.2,10.2,10.2,10.2,10.2,10.2,24.75
450,77.32,77.32,77.32,77.32,77.32,77.32,77.32,77.32,77.32,77.32,77.32,85.64
451,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.26,30.69
452,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.87
453,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.37
454,22.48,22.48,22.48,22.48,22.48,22.48,22.48,22.48,22.48,22.48,22.48,22.67
455,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.76
456,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.73
457,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.83
458,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.56
459,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.07
460,10.76,10.76,10.76,10.76,10.76,10.76,10.76,10.76,10.76,10.76,10.76,13.83
462,34.54,34.54,34.54,34.54,34.54,34.54,34.54,34.54,34.54,34.54,34.54,34.53
463,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.3
464,8.51,8.51,8.51,8.51,8.51,8.51,8.51,8.51,8.51,8.51,8.51,8.54
465,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,
466,28.67,28.67,28.67,28.67,28.67,28.67,28.67,28.67,28.67,28.67,28.67,28.82
467,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23
468,9.05,9.05,9.05,9.05,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.32
469,27.83,27.83,27.83,27.83,27.71,27.71,27.71,27.71,27.71,27.71,27.71,28.29
470,4.99,4.99,4.99,4.99,4.67,4.67,4.67,4.67,4.67,4.67,4.67,14.64
471,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,6.78
472,4.07,4.07,4.07,4.07,3.74,3.74,3.74,3.74,3.74,3.74,3.74,15.35
473,4.86,4.86,4.86,4.86,4.96,4.96,4.96,4.96,4.96,4.96,4.96,6.25
474,5.02,5.02,5.02,5.02,4.81,4.81,4.81,4.81,4.81,4.81,4.81,9.86
475,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.5
476,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.73
