id,y_2021
2,579.0
3,1250.0
4,531.0
5,
6,363.0
7,207.0
8,186.0
9,66.0
10,480.0
11,503.0
12,911.0
13,642.0
14,545.0
15,231.0
16,1224.0
17,563.0
18,693.0
19,712.0
20,642.0
21,1515.0
22,47.0
23,192.0
24,140.0
25,936.0
26,1458.0
27,1107.0
28,237.0
29,202.0
30,539.0
31,538.0
32,
33,39.0
34,654.0
35,317.0
36,648.0
37,281.0
38,421.0
39,798.0
40,657.0
41,262.0
42,446.0
43,244.0
44,421.0
45,1521.0
46,221.0
47,187.0
48,824.0
49,299.0
50,643.0
51,182.0
52,576.0
53,965.0
54,669.0
55,491.0
56,122.0
57,339.0
58,375.0
59,806.0
60,232.0
61,240.0
62,1.0
64,567.0
65,503.0
66,357.0
67,86.0
68,689.0
69,330.0
70,262.0
71,1321.0
72,502.0
73,884.0
74,134.0
75,294.0
76,850.0
77,2164.0
78,720.0
79,700.0
80,437.0
81,211.0
82,805.0
83,604.0
84,
85,194.0
86,732.0
87,87.0
88,327.0
89,230.0
90,320.0
91,442.0
92,391.0
93,387.0
94,281.0
95,556.0
96,1799.0
97,675.0
98,1000.0
99,458.0
100,958.0
101,654.0
102,278.0
103,486.0
105,381.0
106,250.0
107,512.0
108,177.0
109,411.0
110,433.0
111,1558.0
112,421.0
113,1209.0
114,432.0
115,1344.0
116,1650.0
117,1190.0
118,415.0
119,388.0
120,705.0
121,346.0
122,
123,494.0
124,234.0
125,829.0
126,293.0
127,908.0
128,684.0
129,443.0
130,305.0
131,345.0
132,163.0
133,168.0
134,735.0
135,441.0
136,307.0
137,261.0
138,158.0
139,399.0
140,321.0
141,119.0
142,416.0
143,557.0
144,556.0
145,712.0
146,556.0
147,735.0
148,747.0
149,165.0
150,256.0
151,1244.0
152,180.0
153,1031.0
154,857.0
155,726.0
156,1128.0
157,139.0
158,812.0
159,411.0
160,689.0
161,521.0
162,907.0
163,176.0
164,1639.0
165,705.0
166,50.0
167,63.0
168,336.0
169,650.0
170,375.0
171,129.0
172,2158.0
173,304.0
174,263.0
175,532.0
176,628.0
177,956.0
178,621.0
179,423.0
180,485.0
181,626.0
182,131.0
183,546.0
184,511.0
185,860.0
186,719.0
187,513.0
188,526.0
189,325.0
190,385.0
191,434.0
192,1120.0
193,308.0
194,1087.0
195,1084.0
196,536.0
197,779.0
198,166.0
199,849.0
200,408.0
201,473.0
202,645.0
203,524.0
204,537.0
205,333.0
206,582.0
207,805.0
208,576.0
209,610.0
210,50.0
211,526.0
212,541.0
213,426.0
215,322.0
216,247.0
217,318.0
218,641.0
219,44.0
220,516.0
221,423.0
222,295.0
223,410.0
224,247.0
225,249.0
226,150.0
227,832.0
228,127.0
229,1841.0
230,649.0
231,411.0
232,938.0
233,507.0
234,1404.0
235,437.0
236,370.0
237,1459.0
238,308.0
240,281.0
241,351.0
242,472.0
243,218.0
244,380.0
245,305.0
246,330.0
247,170.0
248,476.0
249,1062.0
250,101.0
251,553.0
252,118.0
253,463.0
254,178.0
255,591.0
256,1797.0
257,1392.0
258,1055.0
259,982.0
260,658.0
261,512.0
262,787.0
263,529.0
264,268.0
265,229.0
266,760.0
267,1653.0
268,537.0
269,458.0
270,140.0
271,388.0
272,192.0
273,432.0
274,334.0
275,675.0
276,475.0
277,295.0
278,122.0
279,173.0
280,1076.0
281,304.0
282,665.0
283,610.0
284,422.0
285,
286,369.0
287,464.0
288,406.0
289,1710.0
290,
291,588.0
292,203.0
293,247.0
294,203.0
295,355.0
296,591.0
297,
298,316.0
299,628.0
300,90.0
301,700.0
302,777.0
303,292.0
304,215.0
305,206.0
306,392.0
307,872.0
308,266.0
309,551.0
310,733.0
311,113.0
312,534.0
313,384.0
314,805.0
315,80.0
316,1101.0
317,
318,215.0
319,449.0
320,368.0
321,88.0
322,246.0
323,627.0
324,392.0
325,886.0
326,212.0
327,598.0
328,197.0
329,344.0
330,652.0
331,63.0
332,595.0
333,730.0
334,250.0
335,742.0
336,1544.0
337,616.0
338,49.0
339,11.0
343,225.0
344,411.0
345,168.0
346,1030.0
347,266.0
348,627.0
349,727.0
350,485.0
351,427.0
352,519.0
353,777.0
354,335.0
355,476.0
356,1392.0
357,296.0
358,695.0
359,882.0
360,1257.0
361,363.0
362,870.0
363,197.0
364,635.0
365,391.0
366,30.0
367,611.0
368,675.0
369,39.0
370,1372.0
371,1603.0
372,2578.0
373,985.0
374,359.0
375,814.0
376,402.0
377,1344.0
378,606.0
379,1140.0
380,1579.0
381,537.0
382,465.0
383,1563.0
385,1486.0
386,220.0
387,1038.0
388,134.0
389,2084.0
390,279.0
391,464.0
392,2353.0
393,1061.0
394,733.0
395,79.0
396,566.0
397,245.0
398,338.0
399,587.0
400,713.0
401,494.0
402,315.0
403,518.0
404,630.0
405,873.0
406,344.0
407,242.0
408,447.0
409,740.0
410,141.0
411,256.0
412,
413,1145.0
416,101.0
417,965.0
418,1062.0
419,793.0
420,545.0
421,584.0
422,688.0
423,715.0
424,251.0
425,242.0
426,611.0
428,307.0
430,646.0
431,406.0
432,702.0
433,204.0
434,1199.0
435,65.0
436,315.0
437,1294.0
438,578.0
442,505.0
443,161.0
444,532.0
445,537.0
446,527.0
447,1111.0
448,935.0
449,623.0
450,1105.0
451,1448.0
452,235.0
453,929.0
454,328.0
455,446.0
456,112.0
457,215.0
458,246.0
459,447.0
460,854.0
462,705.0
463,436.0
464,1182.0
465,369.0
466,828.0
467,1118.0
468,46.0
469,682.0
470,328.0
471,591.0
472,191.0
473,411.0
474,418.0
475,394.0
476,940.0
