id,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022
2,119.0,95.0,78.0,81.0,95.0,81.0,51.0,55.0,49.0,52.0
3,241.0,261.0,233.0,209.0,261.0,214.0,278.0,214.0,224.0,223.0
4,32.0,22.0,22.0,8.0,25.0,20.0,16.0,30.0,17.0,12.0
5,103.0,87.0,74.0,81.0,57.0,43.0,47.0,53.0,46.0,41.0
6,294.0,280.0,220.0,257.0,227.0,211.0,154.0,124.0,151.0,132.0
7,44.0,30.0,35.0,19.0,24.0,32.0,22.0,7.0,16.0,18.0
8,75.0,99.0,63.0,52.0,74.0,58.0,42.0,41.0,27.0,29.0
9,49.0,45.0,22.0,29.0,21.0,16.0,18.0,18.0,9.0,12.0
10,391.0,358.0,302.0,226.0,226.0,213.0,172.0,133.0,143.0,191.0
11,103.0,58.0,86.0,61.0,106.0,87.0,77.0,73.0,48.0,69.0
12,107.0,129.0,86.0,79.0,66.0,54.0,103.0,60.0,69.0,75.0
13,155.0,174.0,121.0,126.0,107.0,176.0,106.0,150.0,119.0,106.0
14,95.0,125.0,126.0,93.0,95.0,119.0,76.0,101.0,97.0,82.0
15,102.0,74.0,85.0,79.0,55.0,50.0,85.0,55.0,44.0,35.0
16,337.0,352.0,253.0,244.0,229.0,331.0,185.0,182.0,218.0,208.0
17,237.0,237.0,204.0,181.0,129.0,158.0,126.0,102.0,91.0,100.0
18,105.0,101.0,71.0,84.0,76.0,91.0,63.0,54.0,48.0,62.0
19,133.0,82.0,67.0,57.0,76.0,71.0,100.0,54.0,89.0,73.0
20,57.0,85.0,76.0,58.0,53.0,43.0,38.0,74.0,26.0,31.0
21,175.0,127.0,114.0,106.0,112.0,89.0,135.0,80.0,87.0,110.0
22,105.0,80.0,86.0,66.0,78.0,71.0,45.0,48.0,59.0,71.0
23,69.0,97.0,44.0,41.0,15.0,32.0,56.0,28.0,25.0,43.0
24,46.0,64.0,23.0,32.0,25.0,17.0,24.0,13.0,9.0,19.0
25,87.0,75.0,82.0,51.0,43.0,29.0,84.0,50.0,50.0,49.0
26,90.0,80.0,67.0,42.0,83.0,66.0,90.0,55.0,57.0,54.0
27,143.0,114.0,93.0,105.0,93.0,80.0,57.0,66.0,69.0,65.0
28,38.0,56.0,30.0,44.0,25.0,43.0,30.0,31.0,19.0,26.0
29,50.0,60.0,31.0,34.0,45.0,28.0,45.0,13.0,34.0,22.0
30,183.0,145.0,164.0,145.0,138.0,168.0,136.0,120.0,89.0,88.0
31,23.0,31.0,44.0,39.0,28.0,28.0,26.0,30.0,28.0,18.0
32,16.0,10.0,12.0,10.0,9.0,16.0,20.0,8.0,12.0,12.0
33,6.0,20.0,13.0,25.0,19.0,18.0,22.0,11.0,19.0,20.0
34,222.0,223.0,184.0,161.0,178.0,180.0,164.0,133.0,200.0,167.0
35,141.0,159.0,93.0,130.0,126.0,150.0,137.0,113.0,51.0,107.0
36,111.0,107.0,79.0,65.0,121.0,121.0,100.0,46.0,50.0,54.0
37,233.0,150.0,147.0,120.0,113.0,107.0,98.0,81.0,102.0,112.0
38,81.0,100.0,149.0,53.0,91.0,74.0,69.0,43.0,76.0,63.0
39,123.0,146.0,152.0,158.0,82.0,127.0,130.0,119.0,124.0,77.0
40,240.0,208.0,175.0,114.0,136.0,152.0,184.0,98.0,92.0,102.0
41,103.0,75.0,53.0,67.0,67.0,80.0,75.0,61.0,63.0,57.0
42,53.0,62.0,98.0,54.0,76.0,62.0,38.0,30.0,59.0,34.0
43,84.0,54.0,42.0,29.0,27.0,28.0,35.0,19.0,29.0,23.0
44,24.0,27.0,20.0,15.0,16.0,33.0,16.0,24.0,14.0,9.0
45,59.0,42.0,54.0,62.0,93.0,123.0,114.0,97.0,82.0,101.0
46,91.0,66.0,41.0,88.0,59.0,59.0,61.0,46.0,49.0,48.0
47,21.0,9.0,7.0,15.0,17.0,21.0,10.0,11.0,21.0,16.0
48,88.0,120.0,84.0,81.0,89.0,101.0,68.0,69.0,91.0,77.0
49,134.0,140.0,117.0,132.0,106.0,132.0,75.0,90.0,66.0,113.0
50,176.0,148.0,107.0,110.0,105.0,117.0,94.0,77.0,81.0,59.0
51,73.0,62.0,78.0,74.0,55.0,41.0,54.0,75.0,45.0,43.0
52,168.0,133.0,95.0,54.0,90.0,74.0,48.0,55.0,58.0,66.0
53,178.0,219.0,134.0,164.0,148.0,178.0,118.0,92.0,133.0,125.0
54,186.0,213.0,87.0,137.0,129.0,112.0,123.0,96.0,89.0,84.0
55,92.0,92.0,79.0,72.0,53.0,37.0,56.0,47.0,40.0,28.0
56,52.0,72.0,60.0,30.0,48.0,38.0,39.0,32.0,39.0,27.0
57,46.0,62.0,25.0,32.0,59.0,20.0,35.0,23.0,36.0,35.0
58,82.0,56.0,60.0,50.0,28.0,78.0,52.0,51.0,42.0,45.0
59,177.0,129.0,99.0,94.0,83.0,115.0,103.0,96.0,106.0,152.0
60,65.0,82.0,70.0,53.0,46.0,73.0,69.0,59.0,54.0,109.0
61,70.0,45.0,36.0,50.0,37.0,48.0,46.0,30.0,27.0,49.0
62,10.0,15.0,10.0,26.0,14.0,8.0,10.0,9.0,14.0,6.0
64,134.0,92.0,80.0,122.0,68.0,104.0,114.0,109.0,90.0,97.0
65,25.0,18.0,17.0,33.0,25.0,31.0,35.0,11.0,15.0,32.0
66,39.0,59.0,44.0,57.0,46.0,54.0,55.0,49.0,46.0,55.0
67,18.0,20.0,17.0,30.0,65.0,65.0,48.0,44.0,58.0,34.0
68,80.0,109.0,81.0,74.0,89.0,71.0,69.0,51.0,49.0,53.0
69,30.0,17.0,10.0,12.0,39.0,26.0,12.0,21.0,19.0,8.0
70,143.0,89.0,79.0,110.0,89.0,81.0,104.0,94.0,56.0,80.0
71,86.0,136.0,76.0,67.0,102.0,82.0,100.0,63.0,63.0,79.0
72,83.0,84.0,77.0,52.0,84.0,74.0,89.0,65.0,76.0,81.0
73,166.0,217.0,173.0,175.0,179.0,159.0,196.0,144.0,135.0,131.0
74,46.0,38.0,42.0,37.0,24.0,44.0,26.0,19.0,31.0,46.0
75,17.0,25.0,23.0,34.0,9.0,10.0,26.0,25.0,21.0,19.0
76,81.0,79.0,56.0,42.0,57.0,60.0,39.0,45.0,49.0,60.0
77,140.0,120.0,117.0,118.0,85.0,128.0,103.0,85.0,72.0,68.0
78,58.0,63.0,56.0,60.0,70.0,61.0,48.0,34.0,40.0,59.0
79,42.0,28.0,23.0,23.0,22.0,20.0,12.0,11.0,33.0,20.0
80,38.0,21.0,49.0,46.0,33.0,43.0,22.0,48.0,34.0,22.0
81,39.0,26.0,18.0,29.0,25.0,23.0,24.0,7.0,18.0,16.0
82,56.0,50.0,36.0,34.0,45.0,38.0,42.0,40.0,43.0,43.0
83,135.0,129.0,93.0,108.0,109.0,102.0,72.0,86.0,55.0,92.0
84,46.0,68.0,37.0,42.0,50.0,69.0,32.0,35.0,34.0,41.0
85,151.0,271.0,200.0,237.0,198.0,122.0,138.0,101.0,98.0,112.0
86,78.0,65.0,66.0,89.0,86.0,105.0,63.0,36.0,36.0,43.0
87,75.0,61.0,48.0,26.0,48.0,42.0,38.0,70.0,31.0,32.0
88,166.0,187.0,123.0,125.0,115.0,88.0,135.0,101.0,63.0,100.0
89,94.0,68.0,120.0,118.0,54.0,102.0,64.0,57.0,65.0,80.0
90,136.0,124.0,94.0,78.0,75.0,66.0,47.0,62.0,47.0,43.0
