"id","y_2010","y_2012","y_2014","y_2015","y_2016","y_2017","y_2018","y_2020","y_2022"
2,496,1029,603,270,309,383,811,1190,801
3,2172,4425,2787,1354,1128,1736,3991,7459,4485
4,485,687,505,306,710,381,632,810,579
5,79,269,120,20,779,41,141,253,100
6,280,795,380,107,672,158,452,771,408
7,565,826,611,399,1048,424,694,909,826
8,455,816,583,257,1374,363,691,1149,868
9,111,265,175,87,658,138,280,433,302
10,618,1419,750,286,924,471,1070,1736,1101
11,890,1498,1052,539,1630,821,1457,1846,1485
12,235,715,304,73,2103,102,437,676,226
13,448,1114,621,222,946,393,970,1384,860
14,697,1496,816,259,122,396,1146,1709,886
15,821,1227,862,456,685,558,1070,1441,1106
16,930,1893,1052,370,619,579,1316,2054,1080
17,865,1563,1018,374,1093,481,1051,1489,822
18,867,1655,1049,608,431,793,1436,2201,1618
19,1425,2274,1548,785,194,1047,2002,2641,1977
20,907,1616,1009,413,769,603,1341,1814,1349
21,238,739,375,107,570,150,580,907,464
22,130,374,179,45,532,114,372,1581,949
23,197,525,287,93,507,134,335,598,325
24,190,375,230,116,606,142,324,466,311
25,991,1673,1124,526,554,724,1478,1950,1474
26,892,1551,932,115,880,226,1233,1755,1042
27,426,994,540,139,990,202,638,1216,595
28,382,656,474,287,395,359,649,831,643
29,478,761,492,236,542,334,662,832,612
30,134,562,350,65,565,92,435,998,395
31,751,1087,777,439,1608,643,1015,1270,999
32,88,180,113,37,1691,56,150,229,141
33,109,340,120,29,1195,45,159,281,117
34,317,785,418,121,816,249,768,1348,681
35,338,799,544,47,792,143,1019,1612,1214
36,771,1301,906,407,346,612,1286,1716,1197
37,327,864,438,162,445,257,651,1222,717
38,686,1241,772,320,347,471,1053,1464,1048
39,625,1224,731,263,1038,362,948,1384,761
40,428,1078,579,156,258,251,743,1195,524
41,356,696,371,155,598,235,583,845,533
42,845,1393,923,464,681,604,1198,1574,1136
43,532,781,556,292,1245,434,736,959,691
44,233,407,259,146,852,174,370,531,346
45,555,1320,792,219,1320,570,1849,3149,1853
46,388,910,455,143,820,208,633,952,469
47,228,512,322,120,1895,164,400,584,420
48,327,667,354,42,250,95,446,773,361
49,525,1058,621,118,2445,261,836,1310,702
50,332,728,392,114,1190,172,458,733,350
51,351,838,454,200,1708,307,778,1267,758
52,130,476,136,30,728,83,297,491,217
53,458,999,522,198,523,226,630,925,446
54,157,396,153,51,616,75,231,412,174
55,682,1103,734,377,784,533,980,1271,1006
56,202,374,223,92,,124,300,451,295
57,113,347,180,61,1441,84,253,482,220
58,229,462,239,99,801,120,251,470,237
59,431,866,483,162,1292,200,587,958,449
60,113,700,249,19,400,48,522,1041,225
61,199,436,224,74,733,103,296,498,237
62,34,1030,271,14,582,29,645,609,442
64,421,1234,542,124,1361,252,966,1749,651
65,126,486,184,26,1068,76,312,680,288
66,248,642,287,77,902,150,474,822,362
67,51,177,102,15,1063,38,207,350,129
68,500,1030,546,170,5386,304,831,1237,656
69,418,656,468,324,695,377,690,990,747
70,506,912,555,252,247,301,592,761,409
71,228,743,325,74,710,146,398,678,275
72,335,806,490,115,820,250,853,1630,814
73,659,1233,749,186,989,309,1065,1712,1118
74,305,616,356,130,325,215,534,768,491
75,411,874,517,157,1510,268,755,1319,850
76,531,1116,784,163,1649,366,1197,1857,1237
77,652,1754,895,157,776,410,1526,2508,1245
78,394,830,478,147,1267,274,749,1189,675
79,33,174,46,9,1502,10,61,141,46
80,241,694,272,58,1294,110,453,831,368
81,320,552,349,116,1859,226,510,683,475
82,385,858,493,148,1458,306,855,1280,677
83,234,405,231,31,1851,23,101,475,274
84,137,236,106,14,2319,12,79,290,262
85,386,891,418,132,1670,193,451,791,346
86,109,467,223,48,784,95,405,661,259
87,276,500,315,141,563,175,412,679,432
88,217,549,282,75,517,105,333,580,263
89,357,625,370,123,416,172,428,677,359
90,245,507,285,134,1730,217,445,640,367
91,474,922,527,186,1618,241,658,1024,527
92,202,696,352,74,921,178,736,1244,702
93,96,341,116,16,724,33,193,355,136
94,304,598,348,124,783,150,328,438,248
95,270,567,309,102,837,132,416,667,346
96,528,1298,737,178,1137,364,1211,2096,1013
97,848,1581,878,271,182,469,1299,2042,1117
98,471,1071,613,164,236,335,1039,1636,949
99,474,821,512,275,779,371,713,1015,692
100,473,888,526,202,1177,265,571,820,476
101,93,332,155,52,1516,95,224,352,147
