id,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2021,y_2022,y_2023
2,17.7,17.7,17.7,17.7,17.7,17.7,21.1,21.116911254421503,21.11691124
3,36.4,32.8,29.0,27.3,27.3,27.3,24.7,24.668431319504634,24.66843131
4,16.6,16.6,16.6,14.1,14.1,14.1,12.7,12.726559587417396,12.72655958
5,35.7,35.7,35.7,35.7,35.8,35.7,35.7,35.678746939494,35.67874692
6,31.0,31.0,31.0,31.0,31.0,31.0,36.8,36.8347300794579,36.83473006
7,12.7,12.1,12.1,9.7,9.7,9.7,8.6,8.612928789159998,8.612928785
8,14.4,13.9,13.9,11.7,11.7,11.7,12.1,12.119370689170294,12.11937068
9,3.0,3.0,3.0,3.0,3.0,3.0,2.8,2.7545492096281,2.754549208
10,16.2,16.2,16.2,16.2,16.2,16.2,15.0,14.951679746648098,14.95167974
11,19.2,19.2,19.2,19.2,19.1,19.2,13.6,13.613577449869899,13.61357744
12,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.88948733134,1.88948733
13,7.3,5.9,5.9,5.9,6.2,5.9,4.1,4.04777666208,4.04777666
14,26.6,26.6,26.6,26.6,26.7,26.6,26.8,26.836660661694594,26.83666065
15,24.9,24.9,29.2,29.2,29.2,29.2,25.7,25.701196302007695,25.70119629
16,15.1,15.1,15.1,15.1,18.5,15.1,10.4,10.43035063308534,10.4303506
17,7.8,7.8,7.8,10.1,10.1,10.1,7.9,7.870760194498999,7.870760074
18,55.1,55.1,55.1,49.3,48.9,49.3,29.2,29.20387655520969,29.20387565
19,24.4,24.4,21.6,21.6,21.6,21.6,18.4,18.345107931950356,18.34510792
20,15.9,15.9,16.8,15.9,12.8,16.8,1.5,1.54251851,1.542518509
21,82.9,82.9,88.3,74.3,76.2,88.0,67.4,67.4277809021398,67.42778087
22,36.9,36.9,26.9,27.1,27.2,27.1,20.8,20.770929022382326,20.77092901
23,40.7,40.7,40.7,40.7,37.9,40.7,36.8,36.828568181504,36.82856816
24,6.2,6.2,6.2,6.2,6.2,6.2,4.3,4.2678203798045,4.267820378
25,19.8,29.5,29.5,29.5,29.5,29.5,19.2,19.200344628246306,19.20034462
26,246.2,246.2,246.2,246.2,243.6,246.2,236.3,236.30340661797365,236.3034066
27,20.8,20.8,20.6,20.6,18.3,20.6,16.4,16.4436172843298,16.44361728
28,2.4,2.4,2.4,0.3,0.3,0.3,0.8,0.820336948583,0.820336948
29,12.9,12.9,12.9,12.9,15.5,12.9,11.6,11.603445414195997,11.60344541
30,35.4,17.2,17.2,17.2,17.2,17.2,10.8,10.796392563490201,10.79639256
31,6.5,6.5,6.5,4.1,4.8,4.1,3.4,3.4405571543134,3.440557153
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,41.2,41.2,41.2,41.2,37.2,41.2,42.0,41.996969185104,41.99696916
34,272.6,272.6,272.6,381.5,338.0,381.5,216.0,216.0115958059125,216.0115957
35,1090.6,1090.6,1025.0,1025.0,1022.0,1025.0,942.2,942.2094817880694,942.2094814
36,49.0,24.9,27.3,23.0,26.0,27.3,22.6,22.57910209003648,22.57910208
37,23.4,23.6,23.6,23.6,23.5,23.6,12.3,12.31463977479096,12.31463977
38,218.3,243.0,243.0,242.9,239.1,243.0,139.1,137.2368489183464,137.2368489
39,109.3,109.3,109.3,109.3,109.4,109.3,109.0,109.02012006807433,109.02012
40,19.3,19.3,18.6,18.6,19.4,18.6,16.5,16.477819586118898,16.47781958
41,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.360283040266,10.36028304
42,28.5,28.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0
43,22.1,22.1,22.1,4.8,4.8,4.8,3.8,3.784041884375,3.784041883
44,27.3,27.3,27.3,18.9,18.7,18.9,18.9,18.896924850180998,18.89692484
45,407.4,337.5,343.1,343.1,342.5,343.1,91.2,91.74170403423494,91.74170399
46,3.5,3.5,3.5,3.5,4.3,3.5,3.5,3.462131133884,3.462131132
47,2.6,2.6,2.6,2.6,2.6,2.6,1.0,0.969775442279,0.969775442
48,311.2,311.2,311.2,311.2,311.0,311.2,356.3,356.317479266412,356.3174791
49,151.1,151.1,151.1,151.1,151.1,151.1,131.6,131.5675557635399,131.5675557
50,3.2,3.2,3.2,3.2,3.1,3.2,2.8,2.802492411095,2.80249241
51,24.3,23.5,23.5,23.5,23.5,23.5,14.6,14.5675999076282,14.5675999
52,16.9,16.9,16.9,16.9,16.9,16.9,10.8,10.790782620802199,10.79078262
53,69.3,69.3,70.0,70.0,67.6,70.0,69.5,69.4859284962652,69.48592846
54,271.3,271.3,271.3,271.3,269.8,271.3,266.2,266.2434360341605,266.2434363
55,38.6,38.6,38.6,38.6,37.6,38.6,40.0,39.99860122949441,38.95527357
56,41.6,41.6,41.6,41.6,39.0,41.6,39.6,39.6415516435736,39.64155162
57,15.8,15.8,15.8,15.8,15.8,15.8,0.1,0.10327864052,0.10327864
58,6.4,6.4,6.4,6.4,6.4,6.4,5.9,5.8451504096571,5.845150407
59,50.8,50.8,50.8,50.8,50.8,50.8,43.1,43.0566484851478,43.05664846
60,185.8,185.8,182.7,182.7,182.7,182.7,177.3,177.262384493331,177.2623844
61,48.0,48.0,48.0,48.0,31.4,48.0,46.2,46.1488721822044,46.14887216
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,36.4,36.4,35.4,35.4,35.4,35.4,35.4,35.39276731991001,35.3927673
65,138.9,138.9,157.0,138.9,130.1,157.0,151.0,150.95783223370998,150.9578322
66,19.5,19.5,19.5,19.5,28.2,19.5,8.8,8.81636776062055,8.816367756
67,38.5,38.5,38.5,38.5,38.5,38.5,9.6,9.596009447530001,9.596009443
68,334.2,334.2,334.2,334.2,334.2,334.2,154.2,154.16966302777894,154.169663
69,3.7,3.7,3.7,3.7,3.7,3.7,3.0,3.0203882134333,3.020388212
70,6.3,6.3,6.3,6.3,6.2,6.3,5.8,5.812185008304099,5.812185005
71,10.2,10.2,10.2,10.2,13.1,10.2,7.7,7.69750692461108,7.697506921
72,299.9,299.9,299.9,299.9,299.9,299.9,278.7,278.69509733111306,278.6950972
73,1360.3,1360.3,1360.3,1360.3,1379.9,1360.3,1205.0,1204.9608892446186,1204.960889
74,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9136275502782,1.913627549
75,20.3,20.3,59.0,19.6,19.6,59.0,5.9,5.9388078995144,5.938807897
76,251.7,251.7,251.7,251.7,270.8,251.7,146.0,124.82774709728159,123.4441542
77,287.3,287.3,287.3,287.3,287.3,287.3,267.3,267.29242696517906,132.1062828
78,58.0,58.0,58.8,58.8,59.1,58.8,21.4,21.377548411653002,21.3775484
79,1.4,1.4,1.4,1.4,1.4,1.4,0.9,0.887583258841,0.887583258
80,363.4,363.5,363.5,363.5,363.5,363.5,362.1,362.0695448466351,362.0695447
81,26.6,26.6,26.6,26.6,26.6,26.6,16.0,16.006585398909998,14.22605354
82,99.2,99.2,99.2,99.2,99.2,99.2,46.1,46.061973423204094,46.0619734
83,1437.7,1437.7,1431.5,1431.5,1433.0,1431.5,1332.4,1332.3740676242808,1332.374067
84,1204.7,1204.7,1204.7,1204.7,1204.7,1204.7,1163.1,1163.0473760355158,1163.047375
85,23.7,23.7,23.7,23.7,23.8,23.7,23.7,23.670808330119957,23.67080802
86,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8373787673984,0.837378767
87,5.7,5.7,5.7,5.7,5.7,5.7,4.7,4.660235611926,4.66023561
88,48.3,48.3,48.3,48.3,48.2,48.3,42.9,42.92829481949051,42.9282948
89,17.6,17.6,17.6,17.6,17.4,17.6,17.3,17.267444589845002,17.26744458
