id,y_2013,y_2020,y_2021,y_2022
2,266.56,192.0,259.0,264.908458
3,1001.48,1153.0,1223.0,763.1519931
4,254.97,305.0,295.0,301.7635909
5,59.79,52.0,72.0,69.76766798
6,259.49,210.0,258.0,170.3959437
7,317.57,306.0,325.0,250.091637
8,306.73,173.0,227.0,245.8219164
9,100.42,269.0,154.0,118.6469442
10,595.42,864.0,622.0,492.9622486
11,579.15,667.0,556.0,422.5749421
12,,,,
13,297.17,344.0,268.0,198.3922259
14,249.53,310.0,215.0,238.8446892
15,541.35,507.0,480.0,361.0928414
16,622.58,608.0,472.0,507.5579246
17,311.0,227.0,304.0,246.8505298
18,505.96,632.0,432.0,423.3465999
19,849.72,839.0,609.0,670.6774595
20,348.45,393.0,421.0,352.3680359
21,108.21,96.0,112.0,147.850209
22,80.64,94.0,75.0,72.4933868
23,118.74,112.0,91.0,66.77205305
24,161.76,81.0,150.0,143.3900889
25,503.66,577.0,541.0,514.1501937
26,,,,
27,238.41,270.0,262.0,272.2490122
28,212.75,239.0,192.0,182.5366247
29,249.08,253.0,159.0,250.2686103
30,33.6,24.0,39.0,33.86503447
31,347.68,284.0,310.0,586.5130571
32,77.94,83.0,89.0,44.58814579
33,7.9,7.0,10.0,10.43145725
34,206.98,317.0,342.0,411.0148279
35,,,,
36,461.07,760.0,558.0,337.4857267
37,159.92,286.0,253.0,253.0507954
38,353.04,233.0,245.0,195.650395
39,400.54,358.0,416.0,307.1594568
40,176.8,215.0,203.0,279.6858207
41,222.46,139.0,119.0,101.227975
42,262.93,143.0,253.0,310.7274128
43,294.36,200.0,261.0,189.6143705
44,110.91,88.0,108.0,68.53360841
45,299.16,497.0,417.0,363.825352
46,155.07,150.0,156.0,117.9855158
47,10.49,22.0,15.0,14.20675487
48,12.02,6.0,8.0,15.71442115
49,89.8,53.0,115.0,114.5789029
50,279.35,307.0,195.0,259.3557893
51,117.32,253.0,219.0,162.1456622
52,134.12,57.0,74.0,92.70526926
53,203.17,169.0,165.0,102.6272884
54,199.04,207.0,246.0,142.8719071
55,519.05,448.0,356.0,267.4237606
56,128.93,107.0,87.0,56.5870247
57,61.49,121.0,81.0,71.66733482
58,133.78,87.0,120.0,138.0551987
59,188.11,157.0,211.0,231.3730835
60,93.28,48.0,43.0,48.9307765
61,94.12,107.0,90.0,78.93352513
62,,,,
64,111.37,56.0,53.0,49.81110063
65,,2.0,1.0,0.890379315
66,33.01,20.0,14.0,16.82835553
67,,,,0.324578095
68,140.68,146.0,153.0,183.5779061
69,252.08,248.0,202.0,146.4880058
70,188.49,174.0,183.0,117.5063203
71,102.53,93.0,108.0,85.00691125
72,48.58,65.0,67.0,88.94832019
73,228.69,268.0,184.0,187.886811
74,144.06,229.0,198.0,174.9904948
75,114.68,167.0,150.0,228.7163913
76,97.18,115.0,160.0,141.8948224
77,122.66,126.0,175.0,194.9422962
78,268.67,177.0,188.0,144.065226
79,,,,
80,12.09,5.0,4.0,5.060212848
81,81.03,92.0,102.0,120.1012539
82,116.99,111.0,203.0,169.9647248
83,,,,
84,,,,
85,178.34,193.0,184.0,118.0794073
86,40.82,32.0,43.0,41.06562733
87,192.66,114.0,76.0,75.75388033
88,120.28,98.0,123.0,194.2452085
89,259.55,157.0,203.0,211.9087003
90,201.21,162.0,128.0,80.35866486
91,267.06,294.0,288.0,157.7623816
92,,,,0.197161793
93,,,,1.136332667
94,170.4,80.0,120.0,170.6120873
95,154.87,182.0,151.0,159.1668372
96,261.09,232.0,219.0,341.4391075
97,511.7,289.0,357.0,311.9977889
98,198.73,283.0,338.0,338.2961681
99,400.64,277.0,266.0,282.1179246
100,241.88,160.0,198.0,187.0360646
101,34.53,32.0,28.0,37.06080568
102,99.72,98.0,100.0,67.08649646
103,68.16,66.0,66.0,92.91402874
105,96.83,115.0,84.0,92.3263884
106,26.2,13.0,17.0,21.28756222
107,12.54,10.0,6.0,12.78676847
108,81.15,144.0,97.0,139.5728553
109,189.6,89.0,199.0,206.9344241
110,99.62,47.0,116.0,93.06566979
111,210.63,465.0,449.0,393.2837748
112,20.11,24.0,20.0,18.99706564
113,371.86,419.0,457.0,465.9510372
114,41.82,50.0,57.0,59.58751015
115,737.62,515.0,603.0,841.032828
116,126.05,65.0,91.0,133.6790779
117,208.08,241.0,348.0,310.1366707
118,179.48,141.0,145.0,166.2679647
119,214.84,158.0,142.0,120.6218954
120,62.83,109.0,120.0,105.6406385
121,227.09,224.0,298.0,144.0421546
122,,,,
123,151.3,190.0,169.0,126.4756836
124,460.56,190.0,246.0,214.5431804
125,207.73,316.0,257.0,268.7962905
126,12.62,81.0,40.0,42.50307339
127,177.87,188.0,122.0,85.14534067
128,232.49,157.0,171.0,112.3847509
129,667.16,372.0,491.0,424.7039118
130,,,,
131,228.23,378.0,249.0,331.6539311
132,173.03,154.0,166.0,146.6633061
133,110.54,193.0,166.0,132.1169938
134,72.68,56.0,77.0,79.04285073
135,,,,
136,229.5,221.0,282.0,283.3473542
137,100.0,212.0,182.0,259.8754039
138,258.16,132.0,124.0,214.0733335
139,120.91,131.0,143.0,100.5627499
140,436.95,301.0,287.0,260.8778169
141,80.9,81.0,85.0,67.45128792
142,216.17,149.0,172.0,240.8032666
143,364.61,252.0,317.0,210.004607
144,115.91,60.0,79.0,102.9421551
145,56.73,52.0,62.0,52.92506447
146,206.34,274.0,245.0,193.5877904
147,228.6,199.0,197.0,202.7839936
148,526.94,298.0,394.0,464.7373237
149,33.81,32.0,39.0,83.35434315
150,212.46,261.0,151.0,197.5440635
151,439.34,350.0,376.0,348.4683009
152,55.02,101.0,103.0,86.77367902
153,348.33,559.0,354.0,538.0464605
154,191.79,274.0,254.0,222.5637232
155,183.29,244.0,250.0,340.8705129
156,198.67,249.0,316.0,265.8329658
157,52.14,67.0,57.0,49.4667627
158,225.82,196.0,218.0,143.3385232
159,75.93,101.0,105.0,94.61888083
160,334.04,323.0,235.0,299.969203
161,38.02,86.0,80.0,68.03095656
162,275.93,262.0,313.0,341.5558513
163,107.01,120.0,122.0,72.91141077
164,282.73,254.0,214.0,194.3920983
165,136.82,158.0,90.0,114.5318254
166,57.1,69.0,42.0,71.28462583
167,54.35,62.0,45.0,56.45818503
168,153.02,225.0,187.0,132.0464143
169,203.2,186.0,244.0,357.7473973
170,249.54,162.0,207.0,234.4816881
171,89.13,84.0,90.0,35.97936728
172,381.29,347.0,404.0,264.495821
173,83.58,127.0,118.0,98.74594695
174,128.74,172.0,141.0,168.1026726
175,446.78,590.0,429.0,335.411967
176,531.86,223.0,435.0,348.4005965
177,413.19,375.0,273.0,280.5818559
178,80.95,39.0,55.0,51.21573313
179,424.33,579.0,415.0,445.2742031
180,214.58,176.0,158.0,264.7779082
181,456.91,374.0,383.0,294.8591707
182,59.55,85.0,62.0,45.78542139
183,109.34,85.0,66.0,80.66621538
184,350.1,237.0,307.0,288.9589701
185,,,,1.400743953
186,276.02,307.0,291.0,276.505177
187,180.48,156.0,163.0,134.7792928
188,131.31,126.0,160.0,154.002407
189,31.37,17.0,29.0,34.93473571
190,54.55,85.0,128.0,91.16888953
191,230.45,178.0,218.0,247.2295156
192,239.89,394.0,259.0,469.7660432
193,237.18,396.0,244.0,243.1308475
194,513.02,332.0,409.0,261.8552506
195,161.76,259.0,156.0,149.9679631
196,123.12,128.0,168.0,210.0162965
197,247.17,267.0,177.0,169.4527027
198,288.28,157.0,189.0,213.4029055
199,114.17,57.0,129.0,116.4038364
200,,,,
201,533.61,433.0,381.0,346.8048244
202,230.05,220.0,163.0,179.1503034
203,130.01,361.0,257.0,223.7082173
204,169.69,203.0,170.0,154.9640364
205,184.65,261.0,226.0,246.2381135
206,188.91,227.0,187.0,156.2678689
207,2.28,17.0,16.0,15.20033962
208,634.44,562.0,495.0,265.982447
209,267.54,279.0,250.0,217.128996
210,95.82,79.0,91.0,153.7253724
211,225.58,193.0,275.0,327.9958708
212,99.95,114.0,122.0,107.5706137
213,357.97,122.0,206.0,164.1197291
215,242.88,175.0,197.0,181.1749141
216,180.63,113.0,134.0,153.0458038
217,350.84,265.0,259.0,239.9389962
218,337.66,309.0,247.0,259.8573344
219,100.63,77.0,67.0,48.82896305
220,148.85,139.0,146.0,99.37527158
221,149.73,147.0,116.0,77.62614905
222,368.62,607.0,434.0,321.0863914
223,144.57,257.0,180.0,309.9581768
224,379.12,216.0,276.0,140.1116011
225,,,,
226,113.46,108.0,103.0,85.79843892
227,253.64,215.0,236.0,208.375387
228,,66.0,111.0,162.8993742
229,413.33,522.0,501.0,716.2513997
230,63.91,73.0,89.0,59.27484545
231,153.79,244.0,283.0,169.8387881
232,257.08,290.0,394.0,362.4332147
233,383.59,391.0,286.0,408.2570265
234,616.42,424.0,401.0,447.4534638
235,514.18,560.0,418.0,433.5627117
236,258.73,187.0,193.0,163.7889055
237,249.08,545.0,297.0,484.0487125
238,267.07,274.0,261.0,221.465297
240,336.8,258.0,259.0,226.8472697
241,424.12,374.0,384.0,305.6283696
242,154.31,138.0,185.0,202.1370797
243,11.19,118.0,174.0,144.0589653
244,288.24,291.0,228.0,224.7765028
245,127.72,118.0,77.0,60.66459056
246,144.75,136.0,101.0,80.86629751
247,11.32,7.0,8.0,7.337156071
248,33.35,17.0,15.0,10.7765835
249,17.07,15.0,15.0,9.926598647
250,71.62,85.0,88.0,184.8430936
251,263.5,233.0,209.0,282.4843221
252,104.99,129.0,123.0,110.9230105
253,270.1,273.0,259.0,313.9162391
254,29.01,16.0,11.0,11.21256695
255,534.64,377.0,418.0,558.1189645
256,,,,
257,207.81,309.0,325.0,234.4605
258,423.94,197.0,394.0,393.5743239
259,173.36,144.0,195.0,213.6958266
260,247.82,319.0,392.0,330.0839608
261,519.59,261.0,295.0,301.0527328
262,633.9,620.0,523.0,471.6533614
263,767.59,504.0,445.0,475.6122935
264,112.53,223.0,127.0,153.0578927
265,176.28,171.0,171.0,162.3078812
266,286.86,227.0,214.0,384.3001683
267,380.98,508.0,445.0,411.0631483
268,247.37,236.0,259.0,158.2963845
269,426.15,458.0,478.0,520.1829667
270,,,,
271,157.39,103.0,175.0,163.8076632
272,,,,
273,82.45,156.0,177.0,263.116882
274,,,,
275,156.43,244.0,134.0,102.8490216
276,217.32,152.0,206.0,262.5923795
277,188.17,221.0,255.0,364.2061778
278,48.9,56.0,31.0,32.64173605
279,,,,
280,117.43,157.0,150.0,124.7595287
281,8.74,12.0,13.0,10.07071727
282,87.23,136.0,133.0,109.7426988
283,206.18,195.0,226.0,206.8010665
284,145.91,243.0,224.0,453.7111675
285,,,,
286,,,,
287,,,,
288,106.66,69.0,68.0,57.75939512
289,394.87,464.0,633.0,764.7294818
290,95.53,38.0,81.0,65.15220378
291,62.56,48.0,43.0,66.12028042
292,65.96,73.0,81.0,53.96399065
293,111.86,102.0,121.0,82.77495974
294,71.49,57.0,62.0,53.66727586
295,69.93,96.0,64.0,54.95204923
296,127.1,169.0,187.0,224.6740647
297,132.61,59.0,112.0,90.10240152
298,20.62,13.0,25.0,21.44767843
299,254.06,270.0,248.0,232.5447151
300,,2.0,3.0,2.854687595
301,295.81,278.0,233.0,210.4909934
302,577.3,368.0,416.0,274.1357812
303,91.22,106.0,78.0,69.27339556
304,,3.0,2.0,3.569117114
305,55.71,55.0,82.0,92.88900302
306,12.97,12.0,12.0,14.07691324
307,356.2,280.0,292.0,424.0111958
308,238.65,311.0,283.0,228.1286419
309,259.52,120.0,206.0,289.0611429
310,286.07,141.0,269.0,357.8662695
311,169.91,212.0,196.0,117.2847855
312,86.49,76.0,80.0,51.75854459
313,205.34,209.0,170.0,170.9518811
314,278.28,263.0,139.0,100.9597719
315,119.94,131.0,140.0,172.3449503
316,237.48,185.0,203.0,336.4040947
317,661.52,89.0,95.0,76.64441844
318,430.89,263.0,263.0,216.7211478
319,491.88,497.0,340.0,393.4956843
320,312.78,383.0,198.0,240.6291351
321,83.84,137.0,135.0,133.0113894
322,176.46,155.0,215.0,226.6851925
323,312.41,242.0,319.0,351.6224898
324,187.34,130.0,177.0,210.3119817
325,316.33,292.0,383.0,279.7067261
326,114.3,90.0,103.0,83.59302984
327,74.25,155.0,98.0,170.0697429
328,148.23,110.0,139.0,129.9166962
329,224.3,198.0,250.0,259.5376543
330,180.02,328.0,276.0,369.1605996
331,91.42,68.0,83.0,88.61700853
332,148.02,113.0,228.0,185.8749085
333,421.69,314.0,347.0,379.3794236
334,,,,
335,407.62,320.0,423.0,332.2751423
336,202.17,192.0,235.0,375.207032
337,215.37,204.0,230.0,305.2072082
338,25.96,19.0,37.0,17.65813567
339,17.82,60.0,55.0,37.6136984
343,219.46,304.0,250.0,239.1994523
344,119.77,88.0,107.0,98.52779557
345,120.7,94.0,111.0,110.3103718
346,253.51,183.0,219.0,213.9321046
347,43.09,101.0,87.0,66.55252397
348,423.27,377.0,530.0,363.4424936
349,248.37,167.0,146.0,159.6556814
350,249.98,207.0,238.0,242.2959651
351,266.68,237.0,216.0,264.3123976
352,114.95,153.0,124.0,91.09159188
353,610.55,325.0,546.0,586.9434262
354,95.0,87.0,107.0,50.55012328
355,70.68,52.0,108.0,81.00714339
356,379.63,343.0,548.0,552.0291314
357,353.34,358.0,374.0,285.3864014
358,418.31,557.0,438.0,315.5798771
359,715.17,508.0,612.0,426.5249822
360,417.33,467.0,506.0,464.853068
361,311.43,204.0,214.0,159.4891499
362,243.08,166.0,228.0,199.1807984
363,270.22,186.0,153.0,169.2860235
364,574.28,427.0,480.0,454.7308353
365,339.91,247.0,227.0,208.7899318
366,185.93,106.0,95.0,96.41571463
367,556.46,575.0,592.0,657.0434157
368,592.0,292.0,409.0,320.5304472
369,84.49,88.0,91.0,99.85351285
370,298.63,145.0,176.0,188.673118
371,884.96,660.0,828.0,598.81504
372,1335.06,1537.0,1411.0,1242.062238
373,540.72,717.0,555.0,818.4829257
374,296.31,256.0,274.0,197.6416266
375,696.91,369.0,545.0,478.281005
376,412.85,393.0,559.0,374.2709918
377,424.4,429.0,527.0,624.175369
378,848.58,1372.0,961.0,853.7352183
379,835.72,997.0,782.0,653.8397116
380,1299.59,887.0,840.0,848.4853494
381,466.53,397.0,496.0,405.8289129
382,207.01,321.0,281.0,229.3050255
383,636.83,461.0,370.0,317.5559387
385,567.1,324.0,419.0,403.7651892
386,222.23,412.0,333.0,321.1636527
387,311.97,171.0,264.0,234.5550014
388,210.07,379.0,382.0,248.6623343
389,971.21,801.0,826.0,662.3410076
390,203.31,285.0,251.0,215.9508034
391,454.26,467.0,616.0,565.2822967
392,2062.58,1975.0,1775.0,1529.979743
393,1308.5,878.0,890.0,889.3234126
394,401.04,389.0,322.0,399.8691302
395,,,,
396,,,,
397,,,,
398,,,,
399,,,,
400,24.82,18.0,17.0,20.33103422
401,,,,
402,,,,
403,,,,
404,,,,
405,,,,
406,,,,
407,,,,
408,,,,
409,,,,
410,,,,
411,,,,
412,,,,
413,,,,
416,,,,
417,,,,
418,,,,
419,,,,
420,,,,
421,,,,
422,,,,
423,,,,
424,,,,
425,,,,
426,,,,
428,,,,
430,,,,
431,,,,
432,,,,
433,,,,
434,,,,
435,,,,
436,,,,
437,,,,
438,,,,
442,,,,
443,,,,
444,,,,
445,,,,
446,,,,
447,,,,
448,,,,
449,,,,
450,,,,
451,,,,
452,,,,
453,,,,
454,,,,
455,,,,
456,,,,
457,,,,
458,,,,
459,,,,
460,,,,
462,,,,
463,,,,
464,,,,
465,,,,
466,,,,
467,,,,
468,,,,
469,,,,
470,,,,
471,,,,
472,,,,
473,,,,
474,,,,
475,,,,
476,157.89,283.0,274.0,95.31113748
