id,y_2019
2,
3,
4,12
5,31
6,
7,3
8,13
9,7
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,3
22,6
23,16
24,4
25,4
26,6
27,5
28,5
29,12
30,2
31,7
32,19
33,2
34,17
35,5
36,3
37,4
38,6
39,5
40,5
41,6
42,1
43,9
44,13
45,2
46,4
47,5
48,8
49,6
50,1
51,2
52,4
53,3
54,12
55,5
56,13
57,4
58,4
59,3
60,1
61,6
62,
64,
65,2
66,1
67,7
68,4
69,5
70,7
71,3
72,3
73,3
74,8
75,4
76,3
77,2
78,3
79,5
80,3
81,7
82,4
83,11
84,7
85,5
86,2
87,10
88,13
89,9
90,4
91,6
92,3
93,5
94,6
95,2
96,3
97,3
98,11
99,10
100,8
101,5
102,4
103,4
105,1
106,7
107,9
108,8
109,6
110,4
111,2
112,8
113,4
114,4
115,3
116,3
117,3
118,8
119,4
120,12
121,17
122,
123,13
124,
125,6
126,2
127,4
128,6
129,3
130,3
131,6
132,20
133,3
134,5
135,5
136,6
137,3
138,18
139,8
140,3
141,2
142,3
143,6
144,5
145,7
146,5
147,9
148,4
149,12
150,4
151,3
152,5
153,3
154,3
155,2
156,4
157,4
158,6
159,8
160,4
161,7
162,4
163,5
164,
165,6
166,6
167,3
168,13
169,3
170,8
171,13
172,2
173,5
174,6
175,5
176,3
177,18
178,1
179,13
180,5
181,4
182,9
183,6
184,3
185,2
186,4
187,7
188,2
189,12
190,8
191,8
192,1
193,15
194,3
195,3
196,7
197,2
198,11
199,4
200,7
201,4
202,3
203,4
204,3
205,11
206,3
207,4
208,2
209,5
210,7
211,6
212,10
213,12
215,20
216,18
217,6
218,7
219,1
220,4
221,9
222,6
223,10
224,6
225,4
226,5
227,4
228,4
229,6
230,2
231,12
232,5
233,4
234,6
235,6
236,7
237,4
238,10
240,10
241,4
242,6
243,29
244,2
245,9
246,4
247,5
248,5
249,5
250,10
251,3
252,6
253,7
254,2
255,5
256,5
257,5
258,6
259,4
260,3
261,3
262,1
263,3
264,6
265,4
266,2
267,4
268,3
269,1
270,5
271,6
272,4
273,6
274,4
275,6
276,3
277,5
278,3
279,8
280,4
281,7
282,3
283,5
284,8
285,
286,8
287,2
288,7
289,3
290,11
291,6
292,20
293,7
294,20
295,3
296,5
297,1
298,3
299,3
300,6
301,6
302,3
303,7
304,3
305,14
306,8
307,5
308,10
309,9
310,4
311,8
312,7
313,3
314,7
315,3
316,
317,18
318,7
319,11
320,6
321,7
322,12
323,3
324,3
325,9
326,18
327,8
328,3
329,6
330,3
331,13
332,3
333,5
334,3
335,6
336,5
337,4
338,2
339,2
340,
341,
342,
343,2
344,1
345,4
346,4
347,3
348,
349,4
350,7
351,7
352,5
353,6
354,1
355,1
356,
357,
358,
359,
360,
361,
362,
363,
364,
365,
366,
367,
368,
369,
370,
371,
372,
373,
374,
375,
376,
377,
378,
379,
380,
381,
382,
383,
384,
385,
386,
387,
388,
389,
390,4
391,
392,
393,
394,
395,6
396,6
397,6
398,9
399,7
400,4
401,2
402,6
403,4
404,4
405,3
406,12
407,7
408,10
409,2
410,5
411,6
412,15
413,4
416,4
417,2
418,4
419,2
420,2
421,2
422,4
423,3
424,11
425,6
426,8
428,8
430,2
431,8
432,3
433,8
434,7
435,8
436,8
437,4
438,5
442,7
443,2
444,5
445,6
446,6
447,3
448,3
449,5
450,4
451,2
452,18
453,16
454,10
455,6
456,6
457,4
458,4
459,6
460,6
462,3
463,7
464,4
465,3
466,5
467,5
468,0
469,9
470,5
471,3
472,10
473,7
474,8
475,5
