id,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
2,245.0,71.0,69.0,105.0,141.0,99.0,175.0,224.0,143.0
3,508.0,465.0,485.0,658.0,654.0,678.0,594.0,660.0,748.0
4,13.0,10.0,21.0,10.0,14.0,14.0,10.0,8.0,6.0
5,44.0,39.0,50.0,27.0,34.0,35.0,26.0,31.0,23.0
6,151.0,167.0,174.0,187.0,147.0,188.0,172.0,180.0,140.0
7,38.0,27.0,29.0,25.0,48.0,34.0,24.0,36.0,26.0
8,33.0,29.0,31.0,49.0,62.0,41.0,35.0,48.0,38.0
9,34.0,31.0,23.0,31.0,26.0,30.0,24.0,21.0,17.0
10,282.0,279.0,290.0,273.0,338.0,198.0,258.0,252.0,186.0
11,93.0,82.0,79.0,86.0,124.0,158.0,99.0,78.0,80.0
12,117.0,125.0,98.0,97.0,128.0,89.0,100.0,101.0,78.0
13,123.0,147.0,137.0,194.0,137.0,195.0,161.0,159.0,141.0
14,66.0,72.0,99.0,102.0,86.0,116.0,60.0,53.0,52.0
15,10.0,14.0,10.0,27.0,35.0,18.0,29.0,23.0,17.0
16,175.0,203.0,153.0,170.0,166.0,269.0,205.0,219.0,174.0
17,85.0,84.0,93.0,93.0,108.0,134.0,120.0,186.0,85.0
18,69.0,54.0,58.0,65.0,88.0,53.0,57.0,66.0,47.0
19,44.0,35.0,50.0,51.0,58.0,37.0,42.0,58.0,33.0
20,31.0,23.0,33.0,31.0,28.0,27.0,21.0,23.0,27.0
21,211.0,154.0,193.0,203.0,187.0,168.0,166.0,202.0,179.0
22,79.0,76.0,87.0,111.0,96.0,106.0,133.0,158.0,139.0
23,48.0,29.0,26.0,41.0,33.0,31.0,25.0,36.0,27.0
24,29.0,36.0,35.0,34.0,31.0,36.0,34.0,39.0,42.0
25,22.0,15.0,18.0,45.0,60.0,52.0,79.0,36.0,44.0
26,23.0,24.0,26.0,21.0,32.0,22.0,22.0,11.0,35.0
27,40.0,31.0,32.0,33.0,45.0,67.0,60.0,67.0,43.0
28,55.0,59.0,55.0,72.0,85.0,79.0,87.0,114.0,110.0
29,10.0,3.0,6.0,10.0,11.0,10.0,6.0,5.0,5.0
30,102.0,112.0,109.0,147.0,154.0,199.0,199.0,344.0,173.0
31,8.0,26.0,12.0,7.0,17.0,10.0,11.0,15.0,15.0
32,20.0,29.0,26.0,28.0,25.0,27.0,28.0,14.0,13.0
33,66.0,76.0,61.0,64.0,49.0,77.0,51.0,47.0,40.0
34,70.0,79.0,57.0,102.0,148.0,142.0,140.0,94.0,106.0
35,53.0,47.0,92.0,97.0,96.0,69.0,85.0,74.0,90.0
36,52.0,44.0,47.0,48.0,81.0,65.0,60.0,57.0,58.0
37,126.0,100.0,112.0,94.0,79.0,91.0,87.0,70.0,71.0
38,106.0,99.0,99.0,142.0,139.0,127.0,109.0,123.0,92.0
39,66.0,42.0,68.0,67.0,69.0,52.0,61.0,55.0,37.0
40,198.0,151.0,141.0,155.0,151.0,96.0,103.0,101.0,98.0
41,19.0,16.0,26.0,24.0,26.0,17.0,17.0,20.0,21.0
42,32.0,32.0,17.0,23.0,32.0,34.0,32.0,17.0,27.0
43,30.0,26.0,23.0,18.0,19.0,21.0,31.0,22.0,7.0
44,24.0,30.0,30.0,31.0,25.0,29.0,35.0,18.0,14.0
45,13.0,25.0,138.0,195.0,230.0,208.0,261.0,308.0,355.0
46,47.0,105.0,47.0,45.0,88.0,92.0,64.0,64.0,65.0
47,21.0,26.0,26.0,35.0,23.0,26.0,32.0,18.0,29.0
48,73.0,78.0,77.0,81.0,60.0,68.0,91.0,76.0,42.0
49,59.0,46.0,55.0,84.0,54.0,45.0,28.0,38.0,50.0
50,93.0,90.0,115.0,88.0,96.0,95.0,107.0,82.0,74.0
51,65.0,83.0,160.0,173.0,133.0,165.0,114.0,149.0,81.0
52,210.0,229.0,145.0,130.0,155.0,126.0,133.0,125.0,117.0
53,123.0,114.0,130.0,154.0,131.0,126.0,156.0,134.0,106.0
54,59.0,42.0,43.0,50.0,58.0,61.0,41.0,49.0,54.0
55,22.0,17.0,10.0,11.0,11.0,15.0,11.0,15.0,17.0
56,77.0,107.0,87.0,144.0,101.0,139.0,211.0,101.0,149.0
57,56.0,58.0,30.0,60.0,63.0,57.0,44.0,55.0,65.0
58,66.0,88.0,50.0,64.0,70.0,64.0,102.0,82.0,53.0
59,104.0,97.0,112.0,90.0,102.0,100.0,130.0,127.0,108.0
60,171.0,168.0,191.0,336.0,234.0,263.0,237.0,272.0,280.0
61,65.0,57.0,45.0,78.0,63.0,47.0,45.0,46.0,31.0
62,3.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0
64,136.0,152.0,139.0,209.0,209.0,236.0,213.0,222.0,218.0
65,33.0,40.0,44.0,62.0,60.0,77.0,100.0,73.0,75.0
66,229.0,192.0,209.0,247.0,246.0,201.0,322.0,218.0,205.0
67,23.0,31.0,41.0,55.0,43.0,56.0,59.0,66.0,55.0
68,77.0,75.0,88.0,82.0,76.0,92.0,98.0,126.0,117.0
69,33.0,19.0,17.0,20.0,25.0,22.0,35.0,16.0,30.0
70,173.0,155.0,106.0,135.0,145.0,114.0,146.0,103.0,99.0
71,105.0,103.0,85.0,111.0,151.0,107.0,134.0,129.0,99.0
72,473.0,590.0,666.0,807.0,731.0,784.0,736.0,546.0,443.0
73,88.0,111.0,92.0,122.0,79.0,129.0,136.0,126.0,161.0
74,62.0,72.0,64.0,65.0,42.0,42.0,54.0,47.0,37.0
75,11.0,8.0,13.0,13.0,14.0,21.0,18.0,17.0,22.0
76,22.0,22.0,27.0,37.0,40.0,26.0,49.0,30.0,53.0
77,87.0,73.0,77.0,118.0,91.0,88.0,108.0,120.0,97.0
78,57.0,50.0,43.0,45.0,57.0,62.0,45.0,51.0,62.0
79,46.0,43.0,54.0,60.0,58.0,53.0,63.0,66.0,62.0
80,43.0,51.0,56.0,45.0,82.0,90.0,85.0,79.0,77.0
81,15.0,16.0,9.0,7.0,17.0,12.0,24.0,16.0,16.0
82,29.0,30.0,52.0,50.0,64.0,86.0,82.0,89.0,91.0
83,32.0,41.0,28.0,31.0,48.0,25.0,25.0,42.0,48.0
84,14.0,22.0,29.0,34.0,31.0,35.0,36.0,36.0,41.0
85,141.0,125.0,121.0,112.0,74.0,89.0,61.0,74.0,56.0
86,64.0,55.0,73.0,85.0,100.0,89.0,63.0,103.0,62.0
87,42.0,51.0,42.0,48.0,75.0,84.0,64.0,48.0,50.0
88,79.0,44.0,60.0,62.0,44.0,81.0,43.0,47.0,37.0
89,39.0,26.0,18.0,22.0,42.0,20.0,20.0,23.0,4.0
90,89.0,63.0,70.0,61.0,83.0,68.0,83.0,71.0,57.0
91,50.0,29.0,34.0,45.0,31.0,47.0,40.0,56.0,36.0
92,63.0,58.0,59.0,78.0,93.0,110.0,114.0,96.0,114.0
93,50.0,44.0,47.0,48.0,45.0,59.0,69.0,105.0,79.0
94,85.0,62.0,63.0,71.0,97.0,79.0,114.0,95.0,106.0
95,55.0,37.0,45.0,48.0,70.0,57.0,68.0,140.0,62.0
96,214.0,271.0,347.0,357.0,266.0,312.0,303.0,434.0,289.0
97,33.0,33.0,31.0,40.0,55.0,27.0,45.0,46.0,51.0
98,28.0,36.0,61.0,54.0,51.0,51.0,54.0,36.0,48.0
99,25.0,66.0,39.0,68.0,40.0,30.0,46.0,31.0,23.0
