"id","y_2011","y_2013","y_2015","y_2016","y_2017","y_2018","y_2020","y_2021","y_2022"
2,218,219,206,18,9,431,376,469,408
3,4245,4513,4330,4320,4848,5598,7484,7676,8274
4,60,60,58,60,0,82,144,21,11
5,31,170,172,170,159,163,142,142,161
6,714,749,701,701,679,684,494,502,679
7,155,155,156,157,159,138,133,477,493
8,217,331,331,327,5,335,9,9,327
9,304,304,301,304,294,304,322,321,320
10,1273,1270,1269,1365,1358,1364,1436,1315,1497
11,710,723,567,571,378,578,563,565,582
12,0,1257,1257,1257,1257,1169,1257,1257,1257
13,416,415,432,435,436,440,337,336,433
14,1012,1012,1011,1010,1011,968,892,459,1007
15,0,0,0,0,0,0,0,0,0
16,1288,1281,1137,1422,871,1331,1091,1093,1249
17,408,416,416,416,416,418,427,428,502
18,1309,1401,1412,1243,1194,1090,1254,1302,1487
19,618,618,618,618,607,518,567,567,619
20,1083,1083,1083,1083,789,827,541,1130,1073
21,479,525,529,532,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0
24,0,0,0,147,160,119,113,0,0
25,296,296,296,296,296,172,387,387,359
26,0,0,0,0,0,0,0,0,0
27,673,674,674,674,674,653,615,615,674
28,512,513,343,511,344,506,549,552,547
29,0,0,0,0,0,0,0,0,0
30,6,7,152,511,620,634,744,728,727
31,30,30,27,28,31,22,207,207,38
32,220,220,220,220,220,220,220,220,220
33,587,587,587,587,587,589,586,586,392
34,258,280,288,292,281,311,611,616,566
35,0,0,0,0,0,0,0,0,0
36,223,223,393,393,482,507,482,482,482
37,38,35,34,34,35,67,182,185,189
38,123,271,158,216,149,178,195,236,279
39,0,0,0,0,0,94,0,0,0
40,789,841,841,930,811,820,1044,941,805
41,329,357,357,354,290,378,379,379,290
42,46,46,46,46,46,28,28,28,46
43,395,403,403,403,403,390,406,406,401
44,2,2,2,2,2,0,0,0,2
45,0,0,0,39,104,44,833,840,785
46,334,334,334,334,334,0,0,0,0
47,640,640,640,639,0,596,600,0,0
48,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0
50,674,674,754,727,742,751,651,393,148
51,0,0,0,0,0,0,0,0,255
52,211,208,207,207,207,451,746,223,207
53,340,358,502,309,309,0,396,396,308
54,4,5,5,5,13,42,16,16,13
55,40,41,41,41,0,0,0,0,0
56,302,302,348,348,347,312,318,318,349
57,0,0,0,0,0,0,589,0,0
58,414,414,432,432,254,260,236,236,253
59,532,532,678,680,578,679,880,880,694
60,638,745,744,1000,1300,0,0,0,0
61,38,38,38,37,37,0,0,0,0
62,0,0,0,0,0,0,,,0
64,603,603,603,613,138,0,255,255,138
65,0,0,0,0,0,0,0,555,555
66,654,661,751,751,751,1053,1053,1053,751
67,0,0,0,0,0,0,0,0,0
68,0,729,729,729,729,621,584,584,728
69,520,520,400,482,482,478,845,845,850
70,345,346,344,344,343,207,236,237,341
71,853,853,854,854,854,855,268,268,537
72,164,444,443,443,441,593,217,217,331
73,19,19,19,19,19,12,4,3,21
74,511,511,512,512,512,508,505,505,512
75,582,650,706,706,702,744,1234,1234,1214
76,3,3,4,36,36,49,59,59,34
77,1031,1040,1220,1316,1315,1294,1277,1299,1415
78,0,374,373,373,373,414,755,755,530
79,679,679,518,518,679,0,518,518,679
80,0,0,0,0,0,0,0,0,0
81,0,253,253,253,265,183,317,317,347
82,322,322,322,524,524,589,253,253,524
83,0,0,0,0,0,0,0,0,0
84,46,46,45,37,29,28,13,11,13
85,290,288,287,286,285,240,211,209,279
86,754,658,682,678,678,1116,2276,2276,2276
87,460,453,452,190,189,696,407,407,391
88,0,0,0,0,0,0,0,0,0
89,228,228,228,227,0,0,0,0,0
90,558,559,559,529,529,554,547,547,530
91,0,0,0,0,0,0,0,0,0
92,909,1058,1330,1344,1318,1476,1510,1534,1583
93,620,620,620,620,620,620,620,620,484
94,25,70,93,60,60,0,145,145,228
95,414,414,414,413,426,413,352,352,655
96,456,531,793,900,960,494,653,819,1134
97,66,66,66,66,77,218,310,310,325
98,1,1,10,10,10,9,0,9,10
99,0,0,0,0,0,0,280,0,0
100,175,163,163,161,4,8,116,0,0
101,0,0,0,0,0,0,0,0,0
102,77,77,77,77,77,46,71,71,86
103,0,0,0,0,0,0,0,0,0
105,35,38,38,40,40,11,34,34,40
106,714,714,714,366,366,367,371,371,716
107,11,416,416,416,11,8,573,0,0
108,0,0,0,0,0,0,36,0,0
109,364,385,393,421,448,392,631,633,662
110,251,251,250,251,251,246,961,1004,1020
111,0,0,0,184,329,249,245,245,329
112,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0
115,509,212,212,212,777,378,474,474,212
116,905,911,907,906,787,872,382,395,868
117,0,318,318,318,302,318,318,318,318
118,0,0,0,0,0,0,0,0,0
119,118,117,117,117,0,110,153,154,119
120,0,0,0,0,0,0,0,0,0
121,1,1,1,1,1,584,19,19,34
122,,,,,,,,,0
123,14,14,14,14,14,14,13,13,308
124,828,828,636,635,635,584,840,842,790
125,0,0,0,0,0,0,7,7,0
126,0,0,0,0,0,0,0,0,0
127,578,267,267,267,267,418,718,1035,463
128,80,80,80,480,481,469,742,745,480
129,229,228,236,235,235,155,77,77,299
130,0,0,0,0,0,0,0,0,0
131,8,123,135,136,8,17,155,0,0
132,0,0,0,0,0,0,0,31,1
133,172,174,174,174,0,17,0,408,261
134,449,449,449,449,0,0,0,0,0
135,554,555,555,555,555,555,654,654,654
136,25,25,26,26,26,80,88,0,1
137,9,9,7,6,0,6,5,5,0
138,0,0,0,0,0,0,0,0,0
139,115,114,125,125,125,102,134,134,201
140,226,223,305,304,0,252,280,280,222
141,0,0,334,335,331,0,0,0,0
142,533,1299,1299,1299,1299,186,446,446,535
143,60,61,61,61,56,84,100,100,62
144,468,473,498,502,506,932,930,931,501
145,34,34,35,35,8,12,375,2,8
146,340,407,407,411,435,457,285,249,434
147,207,253,261,275,284,324,323,322,283
148,482,483,483,483,471,468,544,550,474
149,161,162,162,162,162,201,205,205,162
150,55,55,55,55,55,0,116,0,0
151,0,0,0,0,0,148,0,0,0
152,0,0,0,0,0,0,0,0,0
153,554,554,234,234,234,211,503,779,863
154,539,539,549,549,510,520,531,531,510
155,31,30,30,119,455,361,405,407,462
156,0,0,429,454,454,385,425,424,496
157,0,0,0,0,0,0,205,205,205
158,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0
162,0,0,301,330,222,303,357,363,384
163,539,540,544,528,522,837,880,908,912
164,1394,1385,1315,1225,986,1168,1091,1436,1703
165,770,768,768,791,790,776,782,765,675
166,47,0,350,452,499,463,106,510,584
167,0,0,0,260,260,260,260,260,260
168,101,101,101,101,101,91,99,99,101
169,11,11,11,11,89,180,364,364,160
170,215,215,215,215,220,80,86,86,214
171,328,328,323,367,432,451,419,468,440
172,369,412,427,430,429,309,664,744,1044
