id,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022
2,528.0,436.0,449.0,425.0,444.0,401.0,566.0,385.0,484.0
3,1324.0,1454.0,1655.0,1494.0,1606.0,1325.0,1524.0,1733.0,1896.0
4,42.0,50.0,56.0,34.0,44.0,36.0,31.0,24.0,33.0
5,251.0,237.0,227.0,199.0,144.0,107.0,135.0,112.0,118.0
6,857.0,979.0,1188.0,964.0,1101.0,1145.0,911.0,850.0,773.0
7,108.0,133.0,138.0,151.0,123.0,112.0,95.0,112.0,144.0
8,144.0,166.0,172.0,186.0,150.0,125.0,90.0,83.0,85.0
9,90.0,87.0,75.0,85.0,78.0,51.0,66.0,35.0,52.0
10,1262.0,1096.0,1450.0,1405.0,1160.0,1084.0,877.0,678.0,733.0
11,311.0,235.0,245.0,278.0,260.0,199.0,140.0,199.0,186.0
12,826.0,505.0,512.0,442.0,402.0,304.0,336.0,295.0,311.0
13,571.0,494.0,526.0,483.0,452.0,428.0,393.0,360.0,409.0
14,200.0,299.0,275.0,249.0,189.0,181.0,203.0,160.0,120.0
15,70.0,89.0,66.0,74.0,56.0,56.0,33.0,32.0,33.0
16,825.0,802.0,688.0,585.0,724.0,655.0,587.0,629.0,471.0
17,359.0,376.0,377.0,413.0,399.0,512.0,429.0,360.0,402.0
18,340.0,316.0,255.0,256.0,211.0,186.0,220.0,239.0,190.0
19,189.0,207.0,216.0,200.0,139.0,124.0,142.0,111.0,80.0
20,88.0,99.0,94.0,147.0,123.0,79.0,60.0,65.0,49.0
21,642.0,688.0,736.0,605.0,581.0,493.0,613.0,542.0,574.0
22,252.0,319.0,307.0,342.0,307.0,305.0,333.0,308.0,380.0
23,186.0,145.0,178.0,190.0,138.0,91.0,102.0,144.0,121.0
24,192.0,170.0,140.0,110.0,118.0,122.0,115.0,79.0,64.0
25,96.0,120.0,104.0,74.0,70.0,57.0,66.0,46.0,43.0
26,124.0,97.0,90.0,86.0,107.0,87.0,86.0,79.0,79.0
27,155.0,184.0,192.0,156.0,195.0,177.0,164.0,128.0,146.0
28,151.0,145.0,146.0,168.0,172.0,146.0,123.0,149.0,108.0
29,51.0,50.0,40.0,55.0,30.0,26.0,40.0,20.0,17.0
30,841.0,871.0,794.0,705.0,582.0,688.0,729.0,633.0,861.0
31,76.0,62.0,44.0,53.0,40.0,26.0,29.0,39.0,28.0
32,68.0,102.0,109.0,80.0,118.0,84.0,74.0,66.0,73.0
33,85.0,102.0,104.0,76.0,81.0,99.0,69.0,46.0,58.0
34,279.0,254.0,308.0,287.0,313.0,288.0,349.0,288.0,201.0
35,205.0,257.0,264.0,274.0,244.0,236.0,202.0,226.0,194.0
36,203.0,217.0,264.0,308.0,347.0,213.0,224.0,217.0,253.0
37,943.0,543.0,688.0,455.0,418.0,420.0,450.0,327.0,310.0
38,175.0,241.0,239.0,267.0,211.0,251.0,265.0,245.0,313.0
39,206.0,234.0,260.0,218.0,199.0,159.0,159.0,152.0,105.0
40,753.0,612.0,719.0,549.0,441.0,469.0,424.0,337.0,333.0
41,139.0,164.0,190.0,164.0,129.0,81.0,139.0,85.0,93.0
42,107.0,98.0,96.0,80.0,89.0,75.0,59.0,78.0,104.0
43,73.0,83.0,78.0,86.0,53.0,77.0,59.0,43.0,45.0
44,58.0,48.0,48.0,41.0,47.0,57.0,42.0,52.0,34.0
45,93.0,120.0,182.0,156.0,233.0,246.0,282.0,217.0,245.0
46,217.0,154.0,156.0,160.0,183.0,127.0,165.0,105.0,100.0
47,56.0,58.0,73.0,45.0,43.0,57.0,57.0,61.0,73.0
48,147.0,136.0,173.0,155.0,140.0,165.0,121.0,122.0,132.0
49,225.0,241.0,215.0,148.0,146.0,131.0,118.0,122.0,97.0
