"id","y_2013","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2021"
2,20,23,19,31,27,97,149,60
3,24,24,23,34,21,32,26,21
4,3,4,1,3,5,12,19,3
5,35,30,36,32,43,32,23,58
6,48,61,49,68,57,81,68,79
7,1,4,1,1,1,2,2,1
8,3,7,6,6,8,3,4,8
9,4,3,6,2,3,10,13,6
10,66,81,67,71,56,58,44,126
11,10,11,5,9,11,12,20,11
12,53,77,85,87,111,113,127,255
13,24,27,29,46,43,58,75,102
14,49,43,50,51,63,46,85,105
15,8,9,9,18,14,6,14,9
16,66,86,82,90,94,131,170,212
17,61,63,57,84,100,89,111,149
18,18,14,10,17,25,48,54,18
19,19,29,22,17,28,23,24,31
20,29,21,18,27,13,24,32,21
21,38,47,33,73,60,24,46,137
22,4,3,6,6,13,5,8,4
23,28,34,24,37,31,29,45,72
24,23,23,14,12,16,9,14,27
25,17,29,21,17,28,34,16,24
26,20,39,24,26,22,47,58,58
27,39,46,51,56,67,52,63,83
28,4,6,4,3,8,4,2,3
29,9,6,12,18,11,13,10,9
30,53,70,61,78,94,114,111,161
31,7,8,3,5,8,2,8,6
32,5,1,1,1,,2,,1
33,14,6,15,15,14,19,34,33
34,51,66,59,55,96,93,125,211
35,16,21,20,30,21,25,19,55
36,17,12,16,22,14,21,32,32
37,29,51,34,32,49,44,44,50
38,20,23,25,13,19,57,61,49
39,46,64,56,70,67,79,68,105
40,43,77,51,67,90,78,92,144
41,13,18,31,25,20,18,17,20
42,20,27,9,13,10,28,27,29
43,19,13,15,17,14,22,26,23
44,1,2,3,6,3,2,6,3
45,26,22,19,19,36,47,72,65
46,24,54,37,30,43,53,63,90
47,2,,,4,2,7,4,4
48,36,34,27,47,38,50,50,87
49,24,46,39,37,37,61,81,96
50,81,72,74,92,95,115,164,243
51,4,4,4,4,2,4,9,4
52,63,74,35,56,58,28,39,95
53,72,87,80,120,98,160,216,238
54,35,47,41,37,52,63,74,93
55,32,17,19,17,29,25,24,20
56,6,6,7,9,7,13,8,5
57,21,21,22,34,22,36,55,64
58,16,40,35,44,40,38,50,123
59,46,50,41,65,66,61,73,147
60,27,47,41,34,29,40,43,78
61,8,19,6,14,23,20,23,29
62,,,,,,,,
64,43,26,24,48,49,56,69,97
65,5,4,3,6,13,22,18,32
66,11,14,2,7,15,20,22,39
67,8,8,7,5,5,11,12,26
68,26,44,34,55,59,59,61,94
69,5,2,1,9,10,2,7,2
70,21,22,22,26,36,50,76,62
71,90,129,85,81,121,88,151,331
72,12,11,12,17,42,40,34,69
73,35,56,51,69,62,81,88,171
74,4,8,9,1,11,4,6,4
75,16,12,9,14,18,14,15,18
76,23,18,19,22,30,37,50,71
77,44,71,49,58,71,97,128,115
78,36,23,22,25,36,42,39,43
79,55,69,42,50,54,55,63,223
80,11,16,10,17,19,48,38,53
81,12,11,9,14,13,13,27,20
82,20,21,18,25,43,34,40,46
83,42,49,46,61,54,63,81,96
84,4,6,11,11,11,16,13,10
85,61,58,53,65,74,80,78,146
86,50,51,55,60,67,95,90,150
87,22,29,23,14,9,10,14,13
88,25,42,31,46,35,48,42,110
89,24,29,28,36,36,37,35,54
90,30,28,29,26,43,9,8,29
91,34,60,58,69,66,43,65,97
92,7,6,11,9,23,34,40,21
93,18,18,26,21,36,38,41,66
94,25,33,26,35,38,24,38,87
95,17,18,23,24,23,25,34,56
96,46,37,51,44,69,59,100,133
97,30,45,46,36,50,55,73,80
98,18,52,46,50,65,79,69,96
99,14,22,13,27,19,22,29,36
100,35,35,36,58,63,49,43,115
101,44,40,38,77,65,90,92,184
102,33,40,31,51,29,34,27,79
103,37,41,28,49,76,63,72,83
105,11,16,15,21,24,17,30,39
106,20,49,34,52,28,29,30,110
107,37,32,38,54,33,56,84,82
108,15,9,22,24,17,17,25,23
109,23,31,32,36,18,18,29,64
110,22,26,23,27,27,36,40,54
111,32,22,28,27,52,56,104,149
112,16,27,17,19,14,21,33,43
113,61,93,72,109,84,115,112,179
114,25,31,31,52,62,63,58,135
115,44,48,20,33,48,50,50,39
116,58,85,75,106,109,93,139,241
117,69,81,72,114,103,132,143,220
118,9,19,9,9,18,12,14,3
119,21,32,28,31,19,33,33,94
120,24,53,58,81,72,57,54,124
121,50,47,69,74,91,100,98,165
122,,,,,,,,
123,45,75,53,63,86,85,81,133
124,36,45,30,41,56,66,62,109
125,50,59,71,75,63,58,91,200
126,7,8,8,16,18,17,26,54
127,37,38,40,44,38,42,87,189
128,48,74,91,98,109,83,84,192
129,5,14,8,11,12,15,13,5
130,10,3,2,5,8,5,8,14
131,22,30,28,42,34,40,49,38
132,3,4,5,8,7,24,18,2
133,4,,4,4,4,6,5,3
134,23,17,26,20,30,19,25,51
135,15,15,10,28,40,81,91,119
136,11,15,19,12,18,23,12,21
137,49,44,39,61,76,48,65,137
138,23,29,28,44,46,76,60,67
139,18,29,35,25,24,32,41,61
140,38,57,57,75,82,46,54,141
141,14,34,34,34,22,34,52,65
142,40,33,39,42,77,78,72,141
143,2,6,6,7,6,4,7,10
144,65,72,70,91,96,66,72,142
145,42,60,46,68,68,55,62,135
146,30,37,47,52,39,30,40,72
147,31,44,36,44,51,49,63,117
148,13,9,11,12,21,27,16,8
149,8,8,11,11,11,7,4,7
150,33,44,46,46,61,79,69,74
151,31,41,26,22,38,36,45,25
152,16,13,11,14,17,15,35,31
153,34,49,28,42,38,28,47,103
154,41,35,33,32,42,55,62,68
155,31,32,25,41,54,52,63,133
156,34,78,67,72,81,101,111,160
157,70,68,60,76,69,38,55,71
158,59,102,94,111,97,113,116,220
159,22,23,51,37,48,39,47,86
160,94,112,84,100,116,123,104,202
161,39,35,26,33,32,45,70,85
162,25,33,23,42,35,37,36,115
163,17,17,26,26,7,13,25,34
164,84,81,81,119,103,79,103,333
165,49,65,47,70,60,51,81,129
166,18,27,11,24,25,32,36,85
167,21,17,10,6,13,18,17,27
168,27,29,36,46,44,48,53,105
169,21,18,19,28,30,40,36,22
170,13,15,17,10,15,20,21,8
171,6,2,4,8,6,9,12,6
172,16,20,20,27,29,27,44,30
173,21,44,34,49,41,51,54,74
174,22,22,16,13,28,35,39,36
175,10,10,8,6,9,6,5,5
176,25,21,21,18,22,23,27,20
177,6,11,6,4,9,14,14,10
178,7,10,7,17,17,27,27,45
179,11,8,12,5,5,12,9,9
180,23,30,48,42,30,38,32,84
181,10,17,10,15,16,18,24,12
182,18,36,31,33,32,22,21,40
183,15,16,12,12,18,44,52,56
184,5,2,2,1,6,2,3,10
185,71,63,55,63,67,67,75,168
186,53,75,57,56,50,52,65,101
187,7,10,2,10,11,12,18,14
188,14,15,16,12,14,24,28,15
189,12,10,5,17,16,14,16,6
190,20,24,33,32,43,77,84,62
191,28,35,24,41,41,36,57,55
192,13,21,30,33,42,43,60,89
193,11,13,11,13,19,2,6,18
194,14,31,28,24,35,37,24,17
195,35,35,32,33,32,42,56,127
