"id","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2021"
2,22,15,11,14,22,31,7
3,53,66,85,79,86,94,78
4,25,29,30,27,32,34,21
5,4,2,6,9,2,2,2
6,10,11,12,12,8,11,7
7,20,14,18,17,10,,2
8,10,10,12,16,12,8,5
9,1,2,2,,,,
10,28,24,18,14,14,17,21
11,47,45,55,53,61,55,58
12,17,23,23,22,21,29,11
13,12,15,16,24,15,16,18
14,53,45,45,42,42,34,18
15,23,27,28,22,22,22,18
16,40,40,41,53,70,67,37
17,35,24,26,22,25,39,14
18,41,53,55,69,54,40,30
19,59,54,59,58,42,36,27
20,55,52,62,65,54,40,50
21,23,33,36,28,17,24,13
22,2,1,6,3,,,3
23,8,11,8,6,14,13,5
24,11,6,6,3,,4,7
25,98,99,117,128,97,93,103
26,46,44,41,38,27,31,18
27,44,67,56,73,51,63,31
28,30,33,30,30,20,18,10
29,28,30,33,20,23,23,17
30,8,6,8,8,6,8,0
31,41,45,42,45,34,27,40
32,2,2,,,,,
33,6,10,6,9,8,8,6
34,17,16,14,23,30,42,21
35,18,17,19,14,14,24,11
36,20,17,16,20,19,17,15
37,13,5,4,4,4,9,2
38,18,20,20,22,20,19,9
39,40,44,54,46,32,39,25
40,23,26,24,17,15,22,17
41,10,6,11,12,4,10,6
42,42,43,55,46,39,40,40
43,33,37,34,39,21,19,14
44,7,6,7,9,,,10
45,41,49,49,60,75,87,60
46,20,18,16,14,16,16,5
47,,,3,,3,8,1
48,23,24,37,37,30,29,17
49,21,19,22,21,26,15,17
50,21,23,34,23,37,44,18
51,3,1,3,,,6,6
52,18,9,3,6,5,10,7
53,21,13,19,19,21,33,10
54,18,22,25,22,17,23,15
55,16,14,18,24,17,14,13
56,20,15,11,14,5,10,11
57,6,9,11,7,9,24,11
58,14,13,9,12,15,18,9
59,18,15,17,16,15,21,10
60,10,6,12,9,10,13,12
61,7,4,4,5,4,8,4
62,,,,,,,
64,9,5,14,13,9,10,8
65,2,1,3,4,5,5,2
66,7,5,3,2,7,5,3
67,,1,2,,,3,1
68,42,28,35,34,30,37,13
