id,y_2010,y_2013,y_2014,y_2016,y_2018,y_2019,y_2020
2,482.83,476.92,501.0,496.5,488.58,496.0,504.0
3,1661.08,1731.92,1808.0,1755.5,1748.33,1750.0,1747.0
4,345.17,344.92,358.0,357.5833,357.83,358.0,362.0
5,147.83,153.33,183.0,156.5,160.08,164.0,167.0
6,571.17,563.5,662.0,595.8333,601.92,608.0,617.0
7,336.0,338.0,341.0,339.0833,339.33,341.0,342.0
8,416.08,423.0,438.0,437.0,458.5,466.0,471.0
9,229.5,262.75,284.0,273.0,272.67,255.0,260.0
10,1156.83,1189.83,1293.0,1246.5,1236.33,1269.0,1277.0
11,744.17,756.75,798.0,796.25,795.5,803.0,806.0
12,,,,,,,
13,574.0,577.33,629.0,638.5833,621.25,602.0,597.0
14,813.58,830.25,851.0,867.8333,845.83,847.0,848.0
15,772.33,773.33,781.0,787.0,775.33,778.0,777.0
16,1025.5,1026.08,1062.0,1052.6667,1049.33,1040.0,1033.0
17,807.58,829.33,852.0,846.9167,837.5,843.0,846.0
18,673.42,684.92,750.0,720.1667,738.42,724.0,736.0
19,1103.25,1135.0,1118.0,1137.5833,1135.25,1141.0,1144.0
20,880.33,881.58,888.0,905.9167,886.83,888.0,887.0
21,264.83,321.0,358.0,344.6667,344.83,350.0,350.0
22,158.17,156.58,181.0,156.25,170.67,207.0,232.0
23,193.58,192.75,202.0,199.5,200.83,202.0,202.0
24,394.42,373.25,397.0,374.5,350.58,345.0,346.0
25,833.08,836.5,856.0,867.25,856.17,858.0,859.0
26,,,,,,,
27,647.58,653.08,670.0,675.4167,671.67,691.0,696.0
28,245.0,253.08,264.0,258.75,252.0,234.0,237.0
29,250.25,291.5,296.0,299.4167,294.83,261.0,261.0
30,99.33,96.5,121.0,101.8333,110.17,112.0,110.0
31,562.92,564.58,574.0,585.9167,578.5,579.0,579.0
32,69.25,69.08,70.0,71.8333,69.58,70.0,70.0
33,,22.75,24.0,25.4167,25.58,28.0,30.0
34,538.17,563.17,641.0,658.0,970.42,1028.0,1049.0
35,355.0,481.75,627.0,704.4167,791.17,862.0,916.0
36,741.92,769.92,795.0,798.75,791.83,797.0,796.0
37,531.42,538.17,654.0,589.5,619.92,633.0,645.0
38,791.75,785.92,799.0,814.1667,798.08,798.0,822.0
39,846.5,880.17,937.0,975.25,949.25,956.0,955.0
40,637.33,658.75,716.0,698.75,712.08,715.0,724.0
41,365.33,366.67,373.0,376.6667,368.92,370.0,372.0
42,337.75,337.92,339.0,341.8333,338.17,338.0,338.0
43,368.17,384.83,390.0,389.9167,389.5,388.0,389.0
44,130.75,143.92,154.0,155.0833,157.08,158.0,161.0
45,869.0,1024.75,1134.0,1166.0,1462.42,1567.0,1568.0
46,395.92,400.08,408.0,418.9167,403.08,404.0,405.0
47,23.0,19.92,18.0,22.25,22.0,22.0,23.0
48,419.75,427.58,444.0,454.3333,442.25,438.0,438.0
49,705.5,763.67,814.0,822.0,809.5,821.0,825.0
50,403.58,426.17,443.0,440.0833,437.17,418.0,417.0
51,362.58,366.92,393.0,383.5833,377.58,379.0,376.0
52,181.0,183.75,190.0,190.25,190.25,171.0,172.0
53,470.25,481.92,515.0,527.25,519.67,507.0,507.0
54,508.42,514.83,568.0,515.75,543.25,547.0,544.0
55,664.08,669.0,680.0,690.4167,680.33,684.0,679.0
56,96.0,99.67,100.0,101.1667,100.0,101.0,101.0
57,72.5,73.92,76.0,73.5833,139.83,147.0,148.0
58,237.17,246.67,250.0,252.25,249.25,247.0,247.0
59,305.25,318.67,389.0,389.0833,385.25,394.0,397.0
60,,,,,,,
61,261.92,264.25,275.0,297.1667,273.83,277.0,277.0
62,,,,,,,
64,156.17,236.0,238.0,247.0833,152.75,232.0,232.0
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,339.25,336.5,343.0,320.5,341.42,342.0,342.0
69,246.0,245.83,254.0,248.5833,246.83,250.0,250.0
70,480.83,491.0,517.0,500.4167,496.83,495.0,500.0
71,177.17,199.42,205.0,207.0833,207.83,208.0,207.0
72,222.25,228.33,228.0,232.1667,229.42,232.0,233.0
73,743.83,793.83,890.0,903.0833,952.58,986.0,1100.0
74,108.0,106.67,109.0,110.5833,108.67,108.0,108.0
75,274.75,370.25,400.0,408.8333,400.58,400.0,399.0
76,606.17,890.25,1044.0,981.25,1046.0,1045.0,1136.0
77,913.58,1033.5,1062.0,997.5,1057.17,1057.0,1089.0
78,430.17,532.17,557.0,517.5,552.5,548.0,548.0
79,,,,,,,
80,131.58,131.08,136.0,132.3333,130.83,132.0,132.0
81,274.92,277.17,281.0,261.25,279.17,280.0,280.0
82,355.5,367.5,423.0,410.1667,433.17,422.0,423.0
83,,,,38.5,51.33,52.0,52.0
84,50.33,50.42,54.0,47.1667,70.42,67.0,65.0
85,534.92,560.92,651.0,554.5,571.75,581.0,579.0
86,,,,,12.5,11.0,11.0
87,309.25,425.08,315.0,319.9167,321.08,322.0,322.0
88,402.92,415.08,483.0,437.1667,464.58,461.0,464.0
89,520.42,526.58,546.0,544.3333,542.92,543.0,543.0
90,319.08,324.83,337.0,335.3333,332.25,330.0,330.0
