id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023
437,14.0,19.0,14.0,22.0,23.0,27.0,36.0,46.0,20.0,97.0,102.0,33.0,33.0
438,39.0,29.0,29.0,28.0,23.0,22.0,14.0,24.0,15.0,21.0,24.0,31.0,26.0
442,1.0,4.0,2.0,3.0,5.0,4.0,3.0,8.0,6.0,6.0,7.0,7.0,11.0
443,4.0,9.0,6.0,5.0,5.0,6.0,8.0,1.0,16.0,7.0,13.0,20.0,10.0
444,8.0,15.0,3.0,4.0,2.0,8.0,5.0,4.0,8.0,7.0,9.0,12.0,13.0
445,10.0,10.0,12.0,15.0,16.0,10.0,16.0,15.0,4.0,7.0,4.0,14.0,10.0
446,3.0,4.0,14.0,28.0,11.0,3.0,5.0,1.0,0.0,7.0,7.0,10.0,5.0
447,19.0,8.0,4.0,6.0,11.0,30.0,10.0,10.0,12.0,10.0,22.0,17.0,9.0
448,29.0,52.0,23.0,7.0,5.0,10.0,11.0,21.0,8.0,10.0,10.0,8.0,9.0
449,17.0,22.0,22.0,26.0,66.0,25.0,36.0,38.0,31.0,32.0,64.0,56.0,41.0
450,17.0,7.0,19.0,20.0,16.0,14.0,20.0,21.0,15.0,22.0,26.0,20.0,28.0
451,34.0,39.0,42.0,41.0,27.0,36.0,42.0,54.0,89.0,116.0,93.0,83.0,71.0
452,9.0,35.0,7.0,4.0,4.0,12.0,9.0,6.0,8.0,19.0,7.0,7.0,16.0
453,3.0,8.0,4.0,5.0,6.0,7.0,8.0,139.0,12.0,12.0,25.0,9.0,17.0
454,8.0,7.0,2.0,8.0,6.0,9.0,5.0,6.0,6.0,6.0,11.0,18.0,11.0
455,9.0,10.0,19.0,7.0,16.0,5.0,4.0,6.0,6.0,11.0,7.0,14.0,10.0
456,1.0,4.0,5.0,1.0,1.0,2.0,3.0,8.0,4.0,9.0,6.0,1.0,5.0
457,10.0,4.0,12.0,5.0,10.0,11.0,3.0,12.0,5.0,16.0,13.0,13.0,10.0
458,4.0,1.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,9.0,10.0,6.0
459,2.0,7.0,7.0,4.0,10.0,12.0,11.0,13.0,8.0,9.0,8.0,17.0,12.0
460,13.0,6.0,9.0,17.0,7.0,10.0,18.0,18.0,13.0,14.0,30.0,21.0,26.0
462,3.0,6.0,2.0,7.0,7.0,10.0,7.0,13.0,12.0,12.0,19.0,39.0,78.0
463,5.0,8.0,8.0,4.0,5.0,5.0,6.0,2.0,6.0,6.0,8.0,6.0,9.0
464,26.0,27.0,19.0,23.0,23.0,14.0,24.0,11.0,14.0,25.0,21.0,29.0,19.0
465,3.0,3.0,1.0,4.0,4.0,8.0,6.0,3.0,5.0,6.0,4.0,2.0,5.0
466,4.0,5.0,3.0,5.0,3.0,7.0,11.0,5.0,7.0,12.0,19.0,20.0,21.0
467,9.0,7.0,6.0,9.0,7.0,7.0,9.0,6.0,10.0,15.0,12.0,9.0,10.0
468,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,6.0,6.0
469,18.0,20.0,16.0,15.0,20.0,15.0,20.0,19.0,17.0,16.0,28.0,27.0,30.0
470,19.0,18.0,15.0,12.0,21.0,18.0,22.0,10.0,15.0,9.0,17.0,30.0,20.0
471,3.0,8.0,5.0,7.0,6.0,7.0,11.0,5.0,11.0,18.0,5.0,7.0,6.0
472,11.0,12.0,16.0,15.0,13.0,16.0,13.0,15.0,10.0,14.0,28.0,26.0,28.0
473,12.0,2.0,4.0,6.0,19.0,20.0,18.0,20.0,14.0,13.0,8.0,15.0,15.0
474,9.0,11.0,10.0,12.0,19.0,19.0,16.0,16.0,22.0,10.0,29.0,33.0,16.0
475,28.0,23.0,28.0,33.0,48.0,13.0,27.0,30.0,31.0,38.0,56.0,33.0,40.0
476,30.0,7.0,194.0,11.0,9.0,19.0,8.0,19.0,17.0,14.0,20.0,12.0,13.0
