id,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2020,y_2022,y_2023
2,41.0,40.0,36.0,37.0,37.0,37.0,45.0,46.0,46.0
3,394.0,378.0,373.0,369.0,365.0,366.0,625.0,614.0,660.0
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5,18.0,17.0,17.0,15.0,13.0,13.0,18.0,18.0,18.0
6,70.0,69.0,69.0,69.0,69.0,68.0,93.0,95.0,98.0
7,35.0,35.0,35.0,33.0,33.0,34.0,136.0,142.0,147.0
8,7.0,7.0,7.0,6.0,6.0,6.0,12.0,12.0,12.0
9,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0
10,63.0,62.0,62.0,62.0,61.0,61.0,73.0,72.0,72.0
11,38.0,39.0,39.0,39.0,39.0,39.0,70.0,70.0,70.0
12,9.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0
13,61.0,61.0,62.0,61.0,60.0,60.0,100.0,101.0,92.0
14,8.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,15.0
15,5.0,4.0,4.0,4.0,5.0,5.0,9.0,10.0,10.0
16,42.0,39.0,40.0,39.0,39.0,39.0,50.0,50.0,49.0
17,21.0,21.0,21.0,21.0,20.0,21.0,21.0,22.0,23.0
18,12.0,13.0,13.0,13.0,13.0,13.0,34.0,34.0,34.0
19,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0
20,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0
21,178.0,174.0,172.0,172.0,172.0,172.0,247.0,244.0,240.0
22,83.0,78.0,77.0,76.0,75.0,74.0,96.0,92.0,92.0
23,6.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0
24,19.0,17.0,15.0,15.0,15.0,14.0,23.0,20.0,19.0
25,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0
26,7.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0
27,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
28,3.0,3.0,3.0,3.0,3.0,3.0,41.0,41.0,41.0
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,125.0,127.0,124.0,123.0,123.0,119.0,164.0,163.0,164.0
