"id","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2021"
2,7,,5,5,15,3,4
3,4,13,10,15,35,12,35
4,,5,4,,20,8,9
5,1,2,4,,,,1
6,5,3,4,5,3,,2
7,,,,,,,6
8,,,,,,,5
9,,,,,,,
10,1,4,7,3,6,,2
11,7,6,13,,24,13,21
12,6,13,12,7,14,7,9
13,7,2,,,7,1,10
14,17,17,19,8,11,13,19
15,,3,3,10,,,6
16,9,8,13,14,28,10,9
17,9,11,10,7,8,9,5
18,7,6,7,15,31,13,22
19,11,11,11,13,21,13,23
20,17,19,19,16,27,20,19
21,6,7,9,9,9,4,3
22,,,,,,,
23,1,4,2,,3,,0
24,3,4,4,,,,1
25,33,37,35,28,29,32,42
26,13,17,11,8,16,6,3
27,17,24,17,14,26,27,19
28,,,5,9,12,,16
29,9,6,9,,16,,6
30,2,3,3,2,4,6,0
31,8,8,6,,15,,17
32,,,,,,,
33,,,1,,,,2
34,3,7,6,5,9,6,8
35,3,,3,5,9,8,5
36,2,4,6,,6,,10
37,6,4,2,,,,3
38,8,5,2,,12,9,12
39,9,19,15,11,13,15,13
40,8,5,9,10,11,9,4
41,7,7,8,5,,,10
42,5,10,3,,17,6,24
43,,8,10,,15,,9
44,,,,,,,
45,20,11,27,13,31,27,33
46,3,7,9,4,8,7,6
47,,,,,,,
48,17,13,8,7,6,9,4
49,3,5,4,8,9,2,9
50,13,10,9,2,13,2,10
51,,,,,,,
52,3,2,,5,,,3
53,3,7,9,,6,10,5
54,8,10,8,,12,7,3
55,4,4,9,8,9,,6
56,10,4,12,,8,11,
57,5,2,8,4,6,4,3
58,7,4,3,4,7,5,6
59,5,6,3,5,7,2,5
60,4,5,4,,3,2,4
61,3,8,,,,,4
62,,,,,,,
64,2,5,3,7,7,2,5
65,,,,,,,2
66,,3,,,,,6
67,,,,,,,
68,17,15,16,7,14,7,8
69,3,,5,8,12,,16
70,2,3,,7,3,2,2
71,12,2,6,3,8,5,4
72,6,3,9,4,10,10,9
73,13,9,7,6,17,11,11
74,3,2,3,,,,
75,12,11,12,16,33,14,30
76,15,19,24,6,18,17,15
77,30,28,25,14,30,22,30
78,8,13,10,11,12,11,9
79,5,1,3,,,,2
80,1,4,5,,,,3
81,8,6,2,2,9,8,10
82,14,20,15,13,18,18,11
83,5,5,8,3,10,7,8
84,2,,,,,,
85,,8,4,4,7,5,2
86,4,4,4,7,9,2,3
87,3,3,3,,,,
88,3,3,6,4,7,2,2
89,5,12,6,10,7,3,4
90,,3,8,,,,2
91,12,20,13,13,12,14,8
92,,3,2,3,,5,4
93,11,8,6,4,4,,2
94,5,3,5,,1,3,5
95,10,3,7,9,8,13,8
96,19,14,12,13,15,10,15
97,18,15,15,8,16,15,23
98,17,6,11,11,15,15,21
99,8,5,3,,5,7,8
100,4,4,4,9,3,8,1
101,5,3,3,4,9,5,8
102,8,1,4,5,2,3,4
103,3,7,4,6,4,6,4
105,3,,2,2,,,3
106,1,2,,,,,3
107,11,18,11,11,11,7,8
108,9,13,6,8,11,8,7
109,6,7,3,,9,2,7
110,7,7,7,2,8,6,5
111,7,10,17,12,32,20,29
112,6,2,3,4,8,,5
113,10,22,15,21,24,25,16
114,3,4,1,2,,3,1
115,37,41,56,40,74,62,88
116,12,5,8,9,12,5,12
117,19,19,12,19,26,24,21
118,17,13,13,12,18,12,7
119,9,7,7,5,7,,9
120,1,3,6,3,6,,1
121,6,6,10,4,8,17,7
122,,,,,,,
123,4,2,5,10,7,5,5
124,1,6,10,3,6,3,2
125,9,16,15,10,12,3,17
126,,,,,,,2
127,2,8,5,10,5,2,7
128,7,8,9,8,6,9,8
129,3,,8,6,22,,18
130,4,5,4,,5,,6
131,10,23,14,13,21,12,13
132,,,,,,,
133,,,5,,,,8
134,1,2,2,,5,2,8
135,,5,1,5,14,4,4
136,2,8,5,7,7,,10
137,3,16,5,11,9,10,14
138,2,3,4,2,7,,1
139,3,3,3,8,7,,4
140,11,15,10,9,13,10,6
141,1,1,3,,5,,4
142,16,5,10,22,11,12,14
143,,7,,,15,,8
144,10,10,16,13,11,11,7
145,11,11,16,16,18,12,8
146,19,12,4,10,9,5,8
147,7,6,17,10,9,10,14
148,13,21,18,20,17,12,20
149,9,8,14,7,8,,9
150,10,4,5,6,13,5,9
151,34,27,42,44,56,49,44
152,4,2,4,,,,5
153,13,18,18,16,32,20,31
154,8,11,4,11,15,9,10
155,5,5,7,7,18,10,8
156,15,11,14,10,16,17,21
157,4,2,2,,,,
158,6,9,6,14,15,9,6
159,2,6,,,,4,3
160,11,6,7,3,6,8,5
161,6,7,2,6,16,7,5
162,12,4,8,8,10,5,7
163,,,1,,,,4
164,9,8,14,6,11,7,9
165,5,10,7,12,5,5,6
166,4,,2,,5,4,2
167,,2,1,,,,
168,3,4,4,5,9,4,3
169,12,17,15,12,32,28,35
170,20,15,26,12,23,27,20
171,4,,6,,,,3
172,31,21,20,32,37,38,62
173,7,1,6,7,7,7,1
174,10,12,8,5,15,5,11
175,10,14,8,10,7,17,12
176,26,21,43,31,37,27,32
177,,,7,,12,,16
178,,,,,,,5
179,4,7,6,11,14,,14
180,4,11,1,7,8,4,8
181,8,8,16,11,12,14,19
182,1,1,1,,,,0
183,2,2,,,9,6,2
184,,,4,,,,3
185,17,8,8,8,7,7,10
186,9,13,14,15,20,12,12
187,8,8,9,,12,12,3
188,6,15,14,10,34,,27
189,4,5,7,,,6,7
190,4,6,1,,10,,4
191,15,16,9,18,19,7,11
192,3,9,12,10,12,14,9
193,4,7,9,5,,,14
194,34,33,44,35,42,54,45
195,10,9,8,8,14,7,15
196,9,9,4,8,12,8,14
197,7,7,5,5,11,2,8
198,7,5,4,7,3,,12
199,5,4,11,5,10,11,5
200,2,,3,1,4,,2
201,14,7,11,6,17,,20
202,5,3,8,16,9,9,14
203,9,7,7,6,12,9,7
204,9,3,15,9,19,14,16
205,7,8,7,9,13,,13
206,13,13,15,13,13,11,15
207,1,3,2,1,11,7,3
208,5,7,7,,17,,20
209,12,11,9,16,16,16,13
210,,4,3,,,,5
211,13,12,12,10,18,11,9
212,2,4,3,,,,2
213,5,13,5,7,11,,9
215,,,4,,,,5
216,,6,5,,,,8
217,,4,5,,10,,10
218,4,7,3,6,14,9,7
219,1,,,,,,0
220,10,11,9,9,8,10,6
221,4,2,7,4,7,5,3
222,,,,,,,
223,7,10,4,7,10,4,5
224,9,12,7,8,11,10,10
225,3,2,4,4,9,8,1
226,,,,,,,4
227,12,11,10,17,10,13,5
228,5,2,2,,,,1
229,6,10,4,23,15,14,11
230,3,1,,,,2,1
231,7,13,6,8,16,14,10
232,12,4,5,7,9,10,19
233,9,8,8,,12,,17
234,19,13,17,10,22,11,14
235,12,,9,6,16,,21
236,,,4,,,,8
237,11,9,9,6,10,14,11
238,6,4,9,8,18,2,5
240,,3,,,,,1
241,5,7,4,,20,,14
242,8,7,11,8,17,2,5
243,,,,,,,4
244,5,2,7,3,5,5,5
245,2,1,2,3,4,,1
246,4,5,4,9,5,2,11
247,2,1,2,,2,,2
248,3,4,2,4,4,2,5
249,1,4,4,3,8,2,2
250,8,4,1,2,8,3,3
251,4,8,9,9,16,10,11
252,1,5,4,,,,2
253,18,11,18,12,22,17,9
254,,,,,,,4
255,22,11,19,15,33,23,21
256,8,18,10,8,21,14,24
257,28,22,27,37,48,33,55
258,9,14,19,7,16,8,8
259,12,7,11,4,9,5,7
260,11,13,10,9,19,8,9
261,14,13,13,12,19,9,18
262,27,18,19,16,14,17,17
263,8,9,7,6,19,9,24
264,8,7,8,5,13,12,4
265,3,6,4,6,,10,3
266,11,7,19,11,20,14,17
267,39,26,34,27,44,28,21
268,11,9,10,10,9,11,9
269,9,13,10,10,23,11,20
270,2,1,4,4,7,,4
271,2,4,3,3,4,,2
272,1,3,3,4,,,4
273,4,6,5,8,7,2,3
274,2,4,,,,,2
275,9,7,9,5,11,6,7
